episode,instability_humans,instability_CAVs,avg_time_lost
5,0,523,36.22
10,0,0,36.22
15,0,0,36.22
20,0,0,36.22
25,0,0,36.22
30,0,0,36.22
35,0,0,36.22
40,0,0,36.22
45,0,0,36.22
50,0,0,36.22
55,0,0,36.22
60,0,0,36.22
65,0,0,36.22
70,0,0,36.22
75,0,0,36.22
80,0,0,36.22
85,0,0,36.22
90,0,0,36.22
95,0,0,36.22
100,0,0,36.22
105,0,0,36.22
110,0,0,36.22
115,0,0,36.22
120,0,0,36.22
125,0,0,36.22
130,0,0,36.22
135,0,0,36.22
140,0,0,36.22
145,0,0,36.22
150,0,0,36.22
155,0,0,36.22
160,0,0,36.22
165,0,0,36.22
170,0,0,36.22
175,0,0,36.22
180,0,0,36.22
185,0,0,36.22
190,0,0,36.22
195,0,0,36.22
200,0,0,36.22
205,0,0,36.22
210,0,0,36.22
215,0,0,36.22
220,0,0,36.22
225,0,0,36.22
230,0,0,36.22
235,0,0,36.22
240,0,0,36.22
245,0,0,36.22
250,0,0,36.22
255,0,0,36.22
260,0,0,36.22
265,0,0,36.22
270,0,0,36.22
275,0,0,36.22
280,0,0,36.22
285,0,0,36.22
290,0,0,36.22
295,0,0,36.22
300,0,0,36.22
