episode,instability_humans,instability_CAVs,avg_time_lost
5,0,523,55.96
10,0,380,65.06
15,0,400,41.24
20,0,400,41.4
25,0,387,42.269999999999996
30,0,405,40.550000000000004
35,0,386,41.62
40,0,390,82.24
45,0,390,47.53
50,0,405,41.1
55,0,389,41.91
60,0,395,41.71
65,0,390,41.72
70,0,383,41.37
75,0,404,41.26
80,0,387,41.400000000000006
85,0,383,41.01
90,0,397,42.120000000000005
95,0,388,41.71
100,0,387,41.46
105,0,405,41.120000000000005
110,0,394,50.45
115,0,393,41.77
120,0,370,41.59
125,0,405,41.370000000000005
130,0,398,41.64
135,0,397,41.35
140,0,397,40.96
145,0,382,62.52
150,0,393,41.5
155,0,394,41.730000000000004
160,0,394,40.78
165,0,393,41.94
170,0,398,88.75
175,0,405,40.699999999999996
180,0,402,41.52
185,0,407,41.29
190,0,381,48.440000000000005
195,0,395,41.52
200,0,395,50.83
205,0,402,41.379999999999995
210,0,390,41.98
215,0,403,48.010000000000005
220,0,381,41.61000000000001
225,0,388,41.010000000000005
230,0,388,41.13
235,0,391,49.11
240,0,394,41.99
245,0,399,48.39
250,0,403,41.52
255,0,407,55.370000000000005
260,0,379,41.059999999999995
265,0,398,41.35
270,0,418,48.89
275,0,381,42.17
280,0,387,41.18
285,0,368,42.22
290,0,397,48.120000000000005
295,0,390,41.0
300,0,376,41.1
