travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
2.8,138,AV,1,68,70,1619,-3.576351351351351,"0,0,0,0"
3.066666666666667,15,AV,1,15,5,852,-3.5763513513513514,"0,0,0,0"
3.3,193,AV,0,21,39,1708,-3.5763513513513514,"0,0,0,0"
5.633333333333334,81,AV,3,66,45,486,-3.576351351351351,"0,0,0,0"
2.5833333333333335,14,AV,0,14,5,1526,-3.576351351351351,"0,0,0,0"
8.216666666666667,12,AV,2,12,12,1197,-3.576351351351351,"0,0,0,0"
2.95,154,AV,0,28,3,1616,-3.576351351351351,"0,0,0,0"
2.9833333333333334,126,AV,1,93,66,1485,-3.5763513513513505,"0,0,0,0"
1.1333333333333333,133,AV,1,13,25,640,-3.576351351351351,"0,0,0,0"
3.6666666666666665,142,AV,2,36,74,1338,-3.576351351351351,"0,0,0,0"
4.3,43,AV,1,24,12,807,-3.576351351351351,"0,0,0,0"
3.1666666666666665,17,AV,0,17,15,1745,-3.576351351351351,"0,0,0,0"
0.6833333333333333,139,AV,0,41,71,1711,-3.5763513513513514,"0,0,0,0"
6.266666666666667,24,AV,2,24,20,1283,-3.5763513513513514,"0,0,0,0"
2.75,53,AV,2,18,9,13,-3.5763513513513514,"0,0,0,0"
4.816666666666666,21,AV,0,21,15,1026,-3.5763513513513514,"0,0,0,0"
8.183333333333334,167,AV,1,64,84,1329,-3.5763513513513514,"0,0,0,0"
4.966666666666667,22,AV,0,22,19,1539,-3.5763513513513514,"0,0,0,0"
5.75,189,AV,0,128,40,1295,-3.576351351351351,"0,0,0,0"
3.2333333333333334,69,AV,0,56,34,124,-3.576351351351351,"0,0,0,0"
3.6666666666666665,114,AV,3,89,58,791,-3.576351351351351,"0,0,0,0"
1.9833333333333334,37,AV,2,35,27,1708,-3.576351351351351,"0,0,0,0"
1.0166666666666666,164,AV,0,113,77,326,-3.576351351351351,"0,0,0,0"
3.6666666666666665,74,AV,2,13,43,1735,-3.576351351351351,"0,0,0,0"
3.1,170,AV,0,100,85,162,-3.5763513513513514,"0,0,0,0"
4.466666666666667,175,AV,0,120,28,17,-3.5763513513513514,"0,0,0,0"
3.6666666666666665,10,AV,1,10,10,360,-3.5763513513513514,"0,0,0,0"
1.6666666666666667,183,AV,0,124,57,1522,-3.576351351351351,"0,0,0,0"
2.533333333333333,28,AV,0,27,22,1518,-3.5763513513513514,"0,0,0,0"
