travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
5.65,0,Human,1,0,0,590,-5.65,"-5.671168807927135,-5.657692150485486,-5.6694987440717375,-5.673439019733042"
7.0,1,Human,2,1,1,566,-7.0,"-6.876531397570326,-6.876237502698303,-6.898212325310892,-6.900851368594377"
4.733333333333333,2,Human,0,2,2,574,-4.733333333333333,"-4.74405901718933,-4.775943461075691,-4.814406841564196,-4.772786194277578"
3.216666666666667,3,Human,1,3,3,653,-3.216666666666667,"-3.073518718724984,-3.092776807475114,-6.436466152014768,-3.0634931621955834"
4.1,4,Human,0,4,3,1243,-4.1,"-4.117931080544113,-4.156579577597974,-4.174359675899824,-4.192770971252605"
2.65,5,Human,0,5,4,1037,-2.65,"-2.637000017004268,-2.6876528402125404,-2.6938656669209724,-2.6925114820769336"
0.8666666666666667,6,Human,0,6,5,43,-0.8666666666666667,"-0.8666666666666332,-0.8735083273338132,-0.8828082779476842,-0.8847393904487644"
1.4833333333333334,7,Human,3,7,6,1700,-1.4833333333333334,"-1.7462664354988413,-2.120529768959617,-1.746746397101913,-1.4846368696929255"
1.0333333333333334,8,Human,3,8,7,1630,-1.0333333333333334,"-1.1231112302951767,-1.1429693252315818,-1.1224106474682027,-1.0640819409356292"
2.816666666666667,9,Human,0,9,8,1688,-2.816666666666667,"-2.8130042503786954,-2.844420855961234,-2.926225071751236,-2.856678543880611"
2.966666666666667,10,Human,2,10,2,142,-2.966666666666667,"-3.1802869144166306,-3.0192502569750057,-2.9668098460523202,-3.0631731138631215"
3.5166666666666666,11,Human,3,11,9,1149,-3.5166666666666666,"-3.5783256059515245,-3.6207465642236634,-3.6703564386849057,-3.534450866924483"
1.9666666666666666,12,Human,1,12,2,1545,-1.9666666666666666,"-1.9994765873423792,-1.9725626790087136,-2.025880539476842,-2.0560243820494364"
5.75,13,Human,2,13,10,1617,-5.75,"-5.8257009280927665,-5.824525550869113,-5.790170098066733,-5.833002160299"
3.8666666666666667,14,Human,0,14,11,383,-3.8666666666666667,"-3.8706446064855755,-3.8964128308645543,-3.8958562683218014,-3.9676737295959867"
3.3666666666666667,15,Human,0,15,4,601,-3.3666666666666667,"-3.390089250015462,-3.588826032124957,-3.659767793335942,-3.5721302120322975"
1.1166666666666667,16,Human,1,6,12,399,-1.1166666666666667,"-1.1940035591464113,-1.1140354494260543,-1.265807543975182,-1.197847311729013"
2.716666666666667,17,Human,0,16,13,350,-2.716666666666667,"-2.6470429727241567,-2.708135870847871,-2.6912139474136354,-2.6782110914255974"
2.033333333333333,18,Human,0,17,3,950,-2.033333333333333,"-2.0178491691638896,-2.03011314044061,-2.05536054144853,-2.0770018271370123"
1.95,19,Human,0,18,14,1199,-1.95,"-1.940158620323761,-1.9451740239184916,-2.2741540676745857,-2.099988000959923"
2.8,20,Human,0,15,15,614,-2.8,"-2.803840737357896,-4.420858730641122,-2.8342991836307707,-3.0533982979291454"
2.5,21,Human,1,19,16,339,-2.5,"-2.5216684453506124,-2.48246715665639,-2.491203621598273,-2.545770309575234"
3.4,22,Human,1,20,17,112,-3.4,"-3.404559652245375,-3.3911497959902253,-3.4455515216681953,-3.4338856164402394"
0.8833333333333333,23,Human,0,21,18,492,-0.8833333333333333,"-0.8900420420581996,-0.9392449288125357,-1.0150366985726653,-0.9297116051648363"
0.9833333333333333,24,Human,2,22,19,1392,-0.9833333333333333,"-1.0059013193759982,-0.9886569563218774,-0.9424289971977279,-1.1432524137942952"
4.183333333333334,25,Human,0,23,20,531,-4.183333333333334,"-4.198366126330916,-4.250598068490688,-4.262644938682048,-4.248337805229141"
5.383333333333334,26,Human,2,24,2,1667,-5.383333333333334,"-5.440672213388742,-5.4062033873998345,-5.37554915093048,-5.396801937869685"
0.5166666666666667,27,Human,0,15,14,736,-0.5166666666666667,"-0.50892652210219,-1.187616990640749,-0.8749220062395008,-1.4359491240700746"
1.5666666666666667,28,Human,0,6,14,1792,-1.5666666666666667,"-1.5634225275773952,-1.5719611231101516,-1.5669901607871375,-1.8790796736261104"
3.816666666666667,29,Human,1,25,21,1325,-3.816666666666667,"-3.9247490164346064,-3.831862484469858,-4.305214951300746,-3.977100716958953"
1.15,30,Human,0,26,22,1252,-1.15,"-1.1510941867761812,-1.201691864650828,-1.2456081900002622,-1.2536957043436523"
2.533333333333333,31,Human,0,27,6,452,-2.533333333333333,"-2.5447174951794858,-2.653190281559678,-2.668852545735265,-2.655854356995095"
3.3,32,Human,0,28,23,220,-3.3,"-3.2576862566481193,-3.33505254363139,-3.3158229542092217,-3.315983657257347"
2.7333333333333334,33,Human,3,29,24,175,-2.7333333333333334,"-3.443323430699579,-3.445673819412783,-3.4547708951798293,-2.739214926770003"
2.8666666666666667,34,Human,0,30,25,1140,-2.8666666666666667,"-2.8703944307768796,-2.894155819665874,-2.9028023347615077,-2.8891377713011592"
2.0,35,Human,0,31,26,308,-2.0,"-1.9964709711149178,-2.478033602496319,-2.1860566963823813,-2.8103830145433544"
1.6166666666666667,36,Human,1,32,3,1776,-1.6166666666666667,"-1.6440141406648798,-1.6194190443549226,-1.6664075876622655,-1.6408228732020023"
3.4833333333333334,37,Human,1,33,27,1161,-3.4833333333333334,"-3.5541180438354854,-3.46715989034784,-3.547413019373644,-3.594150120629342"
5.3,38,Human,1,34,28,1238,-5.3,"-5.334677747113388,-5.303215921703222,-5.319872009355212,-5.323081447583286"
0.9166666666666666,39,Human,0,35,2,188,-0.9166666666666666,"-0.9166048026944488,-0.9281723071345719,-0.9368391648668107,-1.008039356851452"
2.433333333333333,40,Human,1,36,2,1336,-2.433333333333333,"-2.4853129093928494,-2.4493842886661907,-2.4898088124790023,-2.467999913055259"
4.633333333333334,41,Human,0,37,29,396,-4.633333333333334,"-4.642323139438112,-4.681778628397268,-4.686341743700549,-4.698525053984359"
0.8166666666666667,42,Human,0,38,22,1729,-0.8166666666666667,"-0.8185143221567494,-0.8975089963991355,-1.713647906966962,-1.4767508587308211"
0.85,43,Human,0,38,14,701,-0.85,"-0.8758099269499949,-1.0688504919606432,-1.3815454763618913,-1.2517758579313656"
4.983333333333333,44,Human,0,39,30,694,-4.983333333333333,"-4.979946509566585,-5.013312326665965,-5.039602985160102,-5.029573874446728"
2.2333333333333334,45,Human,0,40,3,122,-2.2333333333333334,"-2.233414570507323,-2.2620584104354413,-2.3210175185985125,-2.2773259073674113"
2.533333333333333,46,Human,0,41,27,1311,-2.533333333333333,"-2.534237466379968,-2.56180618356662,-2.5680479964167073,-2.609574644563172"
5.2,47,Human,1,42,31,1066,-5.2,"-5.30542719879234,-5.210318808858176,-5.272752225065077,-5.271754988136303"
0.7833333333333333,48,Human,0,43,32,490,-0.7833333333333333,"-0.7908783901748739,-0.8936645068394528,-0.8587473002159828,-0.8861051115910727"
1.7333333333333334,49,Human,3,38,33,239,-1.7333333333333334,"-1.9080596112311015,-1.841471122443506,-1.787739380849532,-1.751577210649126"
