episode,instability_humans,instability_CAVs,avg_time_lost
3550,0,139,29.38
3555,0,136,28.77
3560,0,156,28.959999999999997
3565,0,160,29.54
3570,0,155,29.63
3575,0,145,29.28
3580,0,149,29.25
3585,0,150,28.98
3590,0,138,28.72
3595,0,150,28.85
3600,0,158,29.08
3605,0,141,30.05
3610,0,156,29.28
3615,0,156,28.29
3620,0,127,29.08
3625,0,150,28.8
3630,0,150,29.21
3635,0,149,29.46
3640,0,154,29.89
3645,0,155,29.419999999999998
3650,0,145,29.25
3655,0,144,29.61
3660,0,150,29.99
3665,0,162,29.01
3670,0,148,29.4
3675,0,155,28.79
3680,0,165,29.35
3685,0,146,28.73
3690,0,152,29.04
3695,0,136,29.34
3700,0,153,28.83
3705,0,144,29.57
3710,0,141,29.619999999999997
3715,0,145,28.93
3720,0,151,28.95
3725,0,148,29.34
3730,0,147,29.64
3735,0,153,29.13
3740,0,147,28.459999999999997
3745,0,148,28.919999999999998
3750,0,142,28.55
3755,0,151,29.19
3760,0,155,29.19
3765,0,147,29.28
3770,0,138,29.25
3775,0,150,28.59
3780,0,155,29.13
3785,0,135,28.72
3790,0,137,29.25
3795,0,145,29.0
3800,0,140,28.9
3805,0,135,29.39
3810,0,145,29.12
3815,0,149,29.67
3820,0,138,28.1
3825,0,155,29.4
3830,0,140,29.1
3835,0,144,28.380000000000003
3840,0,147,28.63
3845,0,143,28.0
3850,0,142,28.98
3855,0,149,29.59
3860,0,147,28.31
3865,0,134,29.13
3870,0,148,28.849999999999998
3875,0,144,29.01
3880,0,162,29.740000000000002
3885,0,130,28.69
3890,0,140,28.91
3895,0,142,29.43
3900,0,143,29.53
3905,0,151,29.85
3910,0,146,29.049999999999997
3915,0,152,29.060000000000002
3920,0,147,28.62
3925,0,146,28.72
3930,0,149,29.07
3935,0,154,29.669999999999998
3940,0,149,29.52
3945,0,138,29.61
3950,0,141,29.490000000000002
3955,0,144,28.83
3960,0,146,29.8
3965,0,151,29.34
3970,0,146,29.32
3975,0,142,30.139999999999997
3980,0,151,29.169999999999998
3985,0,147,29.57
3990,0,145,29.68
3995,0,152,29.41
4000,0,159,29.24
4005,0,144,29.080000000000002
4010,0,146,29.57
4015,0,133,29.5
4020,0,151,28.9
4025,0,140,29.13
4030,0,152,29.529999999999998
4035,0,151,29.41
4040,0,145,29.869999999999997
4045,0,139,29.040000000000003
4050,0,152,29.47
4055,0,151,28.82
4060,0,143,29.46
4065,0,142,29.39
4070,0,147,28.61
4075,0,153,28.25
4080,0,140,29.12
4085,0,147,28.950000000000003
4090,0,149,29.560000000000002
4095,0,146,28.83
4100,0,143,29.2
4105,0,147,29.220000000000002
4110,0,144,29.060000000000002
4115,0,147,28.56
4120,0,149,29.21
4125,0,151,29.61
4130,0,148,29.19
4135,0,149,29.63
4140,0,148,28.479999999999997
4145,0,132,29.3
4150,0,135,29.21
4155,0,139,28.41
4160,0,154,29.459999999999997
4165,0,142,29.46
4170,0,143,29.61
4175,0,156,28.869999999999997
4180,0,143,29.55
4185,0,156,29.25
4190,0,150,29.45
4195,0,139,29.19
4200,0,134,28.94
4205,0,141,28.32
4210,0,144,28.77
4215,0,143,28.63
4220,0,145,28.51
4225,0,153,29.39
4230,0,152,28.67
4235,0,150,29.03
4240,0,147,30.09
4245,0,146,29.99
4250,0,146,29.04
4255,0,164,28.779999999999998
4260,0,130,28.52
4265,0,139,28.669999999999998
4270,0,143,29.58
4275,0,155,29.45
4280,0,156,29.55
4285,0,156,29.240000000000002
4290,0,157,29.64
4295,0,164,28.65
4300,0,152,28.939999999999998
4305,0,144,29.19
4310,0,146,28.89
4315,0,147,29.669999999999998
4320,0,154,28.29
4325,0,148,30.02
4330,0,155,29.8
4335,0,147,29.34
4340,0,143,30.36
4345,0,140,29.14
4350,0,144,29.5
4355,0,140,28.88
4360,0,151,29.66
4365,0,148,29.77
4370,0,148,29.3
4375,0,150,29.04
4380,0,155,28.57
4385,0,144,28.69
4390,0,138,29.27
4395,0,145,29.57
4400,0,158,29.43
4405,0,150,28.669999999999998
4410,0,145,29.37
4415,0,145,28.97
4420,0,149,29.12
4425,0,148,30.09
4430,0,145,29.0
4435,0,144,29.029999999999998
4440,0,139,29.88
4445,0,152,29.6
4450,0,130,28.98
4455,0,139,29.35
4460,0,154,28.97
4465,0,147,29.330000000000002
4470,0,157,29.17
4475,0,157,29.48
4480,0,146,28.759999999999998
4485,0,141,29.21
4490,0,136,28.46
4495,0,150,28.31
4500,0,163,29.11
4505,0,144,28.4
4510,0,154,28.6
4515,0,138,29.040000000000003
4520,0,148,29.38
4525,0,152,29.52
4530,0,155,29.3
4535,0,154,29.1
4540,0,142,29.61
4545,0,131,29.17
4550,0,139,28.79
4555,0,152,29.12
4560,0,157,29.23
4565,0,160,29.76
4570,0,144,29.3
4575,0,150,29.48
4580,0,127,29.03
4585,0,152,29.85
4590,0,142,28.62
4595,0,155,28.5
4600,0,151,29.39
4605,0,157,28.64
4610,0,154,29.240000000000002
4615,0,152,29.01
4620,0,152,29.869999999999997
4625,0,153,29.81
4630,0,151,28.35
4635,0,137,29.72
4640,0,158,29.68
4645,0,136,29.07
4650,0,148,29.42
4655,0,138,29.139999999999997
4660,0,147,29.86
4665,0,147,29.009999999999998
4670,0,151,29.84
4675,0,149,29.330000000000002
4680,0,149,28.869999999999997
4685,0,150,29.07
4690,0,143,29.28
4695,0,148,28.43
4700,0,133,28.86
4705,0,148,29.650000000000002
4710,0,147,29.43
4715,0,164,29.79
4720,0,145,28.8
4725,0,144,29.29
4730,0,150,29.89
4735,0,157,28.63
4740,0,146,29.13
4745,0,148,29.84
4750,0,146,28.21
4755,0,145,29.61
4760,0,147,29.169999999999998
4765,0,148,29.14
4770,0,140,29.740000000000002
4775,0,144,28.71
4780,0,146,42.82
4785,0,160,29.009999999999998
4790,0,144,28.88
4795,0,164,29.5
4800,0,150,29.779999999999998
4805,0,155,28.96
4810,0,164,29.03
4815,0,159,27.84
4820,0,135,35.010000000000005
4825,0,124,29.0
4830,0,138,28.72
4835,0,145,28.73
4840,0,166,29.02
4845,0,149,29.29
4850,0,146,29.05
4855,0,143,29.819999999999997
4860,0,152,29.240000000000002
4865,0,148,28.849999999999998
4870,0,157,28.95
4875,0,138,28.06
4880,0,139,28.990000000000002
4885,0,153,29.189999999999998
4890,0,154,28.900000000000002
4895,0,151,28.58
4900,0,148,28.84
4905,0,144,29.25
4910,0,145,28.669999999999998
4915,0,154,28.44
4920,0,138,28.23
4925,0,142,28.44
4930,0,146,28.919999999999998
4935,0,150,29.37
4940,0,133,29.22
4945,0,143,28.12
4950,0,152,29.470000000000002
4955,0,130,28.48
4960,0,144,28.900000000000002
4965,0,144,29.26
4970,0,145,29.07
4975,0,151,28.96
4980,0,151,29.84
4985,0,154,28.57
4990,0,171,29.569999999999997
4995,0,144,29.08
5000,0,154,29.490000000000002
5005,0,151,28.8
5010,0,136,29.11
5015,0,150,29.0
5020,0,146,28.66
5025,0,147,29.380000000000003
5030,0,151,28.709999999999997
5035,0,147,29.080000000000002
5040,0,148,28.81
5045,0,142,28.709999999999997
5050,0,161,29.23
5055,0,160,29.01
5060,0,140,28.68
5065,0,156,28.26
5070,0,154,29.56
5075,0,131,28.58
5080,0,151,29.32
5085,0,148,29.49
5090,0,143,29.23
5095,0,143,28.88
5100,0,155,28.759999999999998
5105,0,145,29.09
5110,0,146,29.39
5115,0,144,28.75
5120,0,151,29.59
5125,0,154,29.349999999999998
5130,0,154,29.1
5135,0,145,28.919999999999998
5140,0,154,28.009999999999998
5145,0,135,28.7
5150,0,149,29.71
5155,0,139,28.5
5160,0,149,28.75
5165,0,153,29.0
5170,0,145,28.64
5175,0,139,28.72
5180,0,146,28.69
5185,0,148,29.330000000000002
5190,0,148,28.490000000000002
5195,0,151,28.96
5200,0,142,29.290000000000003
5205,0,143,29.720000000000002
5210,0,161,28.65
5215,0,147,29.529999999999998
5220,0,134,29.73
5225,0,147,29.610000000000003
5230,0,137,29.020000000000003
5235,0,146,29.619999999999997
5240,0,145,29.16
5245,0,138,29.85
5250,0,136,29.79
5255,0,146,29.55
5260,0,142,28.48
5265,0,155,28.92
5270,0,139,28.97
5275,0,145,29.419999999999998
5280,0,151,29.73
5285,0,157,28.75
5290,0,148,28.44
5295,0,145,28.41
5300,0,143,29.29
5305,0,147,28.79
5310,0,148,29.450000000000003
5315,0,153,28.54
5320,0,150,28.79
5325,0,145,29.27
5330,0,159,29.689999999999998
5335,0,133,28.25
5340,0,137,29.22
5345,0,159,27.93
5350,0,142,29.25
5355,0,135,29.119999999999997
5360,0,130,29.900000000000002
5365,0,134,28.97
5370,0,149,28.98
5375,0,148,28.8
5380,0,137,29.93
5385,0,151,29.13
5390,0,146,29.5
5395,0,150,28.65
5400,0,143,28.919999999999998
5405,0,145,28.25
5410,0,141,29.24
5415,0,150,29.02
5420,0,145,28.779999999999998
5425,0,151,28.12
5430,0,156,28.98
5435,0,144,29.62
5440,0,145,28.96
5445,0,142,28.67
5450,0,151,29.28
5455,0,145,29.04
5460,0,151,29.34
5465,0,144,29.09
5470,0,135,29.52
5475,0,141,29.369999999999997
5480,0,139,29.34
5485,0,148,29.34
5490,0,144,29.830000000000002
5495,0,153,35.82
5500,0,152,28.98
5505,0,145,28.59
5510,0,153,29.189999999999998
5515,0,159,28.95
5520,0,136,30.29
5525,0,142,29.97
5530,0,147,29.75
5535,0,147,29.23
5540,0,149,30.049999999999997
5545,0,142,29.1
5550,0,142,29.119999999999997
5555,0,133,29.27
5560,0,143,29.11
5565,0,140,29.59
5570,0,145,29.919999999999998
5575,0,145,28.91
5580,0,152,30.189999999999998
5585,0,141,29.650000000000002
5590,0,155,29.05
5595,0,157,29.83
5600,0,148,29.43
5605,0,157,29.22
5610,0,149,29.16
5615,0,138,28.889999999999997
5620,0,144,28.830000000000002
5625,0,134,29.35
5630,0,135,29.22
5635,0,139,29.95
5640,0,138,29.07
5645,0,154,29.47
5650,0,153,29.0
5655,0,140,29.23
5660,0,145,29.48
5665,0,162,29.29
5670,0,143,28.73
5675,0,150,29.19
5680,0,136,28.95
5685,0,141,29.09
5690,0,134,29.24
5695,0,152,29.96
5700,0,148,28.71
5705,0,133,29.73
5710,0,145,30.56
5715,0,151,28.830000000000002
5720,0,162,29.94
5725,0,141,29.95
5730,0,150,29.47
5735,0,151,29.849999999999998
5740,0,148,29.44
5745,0,149,29.98
5750,0,146,29.52
5755,0,148,29.51
5760,0,142,29.2
5765,0,139,30.03
5770,0,147,29.259999999999998
5775,0,147,29.369999999999997
5780,0,144,29.06
5785,0,148,28.58
5790,0,151,28.709999999999997
5795,0,155,29.05
5800,0,142,28.349999999999998
5805,0,132,30.01
5810,0,145,29.43
5815,0,144,29.220000000000002
5820,0,140,29.81
5825,0,142,28.68
5830,0,159,29.319999999999997
5835,0,146,29.48
5840,0,139,29.21
5845,0,163,29.64
5850,0,149,29.2
5855,0,146,28.77
5860,0,139,29.330000000000002
5865,0,152,29.77
5870,0,135,29.439999999999998
5875,0,138,28.86
5880,0,144,28.92
5885,0,136,29.94
5890,0,151,28.939999999999998
5895,0,151,29.27
5900,0,158,28.880000000000003
5905,0,152,29.189999999999998
5910,0,137,29.56
