origins,destinations,path,free_flow_time
0,0,-42762428#0 -697042776#1 623959719 619185406 619184994 1164659927#1 1164659926 120512822 -133906979 -133906980 -282479126 -100468681#8 -100468681#7 100525438#0 -101601553#1 -101601553#0 101600741#4 -100468681#2,1.9721714315675873
0,0,-42762428#0 -697042776#1 623959719 619185406 619184994 1164659927#1 1164659926 120512822 -133906979 -133906980 -282479126 -100468681#8 -100468681#7 -100468681#6 -100468681#5 -100468681#4 -100468681#3 -100468681#2,1.485518843966672
0,0,-42762428#0 697042776#2 42762428#1 42762428#4 1197063689 1164653914 1164659927#1 1164659926 120512822 -133906979 -133906980 -282479126 -100468681#8 -100468681#7 -100468681#6 -100468681#5 -100468681#4 -100468681#3 -100468681#2,1.3283359708174125
0,0,-42762428#0 -697042776#1 623959719 -282689984#1 -282689984#0 -134065887 100475363 282479151#1 100475362 -659278038#3 -659278038#2 -659278038#1 -659278038#0 -100525438#2 -100525438#1 -101601553#1 -101601553#0 101600741#4 -100468681#2,1.8275350024819144
0,35,-42762428#0 -697042776#1 623959719 -282689984#1 -282689984#0 -134065887 100475363 282479151#1 100475362 -659278038#3 -659278038#2 -659278038#1 -659278038#0 659278036#0 -416412034 659278036#2 659278036#3 -100468675#3 101599083#0 101599083#1 101599079#3 101599076#0 101599076#1 -101599076#1 -101599076#0,2.1604393953405694
0,35,-42762428#0 -697042776#1 623959719 -282689984#1 -282689984#0 -134065887 100475363 282479151#1 100475362 -659278038#3 -659278038#2 -659278038#1 -659278038#0 659278036#0 659278036#1 659278036#2 659278036#3 -100468675#3 101599083#0 101599083#1 101599079#3 101599076#0 101599076#1 -101599076#1 -101599076#0,1.9175222284738225
0,35,-42762428#0 -697042776#1 697042776#0 697042776#2 42762428#1 42762428#4 1197063689 1164653914 1164659927#1 1164659926 120512822 -133906979 -133906980 -282479126 -100468681#8 -100468681#7 100525438#0 -101601553#1 -101601553#0 -101600741#3 -101600741#2 -101600741#1 -101600741#0 -100468675#3 101599083#0 101599083#1 101599079#3 101599076#0 101599076#1 -101599076#1 -101599076#0,3.02798498809171
0,35,-42762428#0 -697042776#1 623959719 -282689984#1 -282689984#0 -134065887 100475363 282479151#1 100475362 -659278038#3 -659278038#2 -659278038#1 -101601831 101601831 -659278038#0 659278036#0 -416412034 659278036#2 659278036#3 -100468675#3 101599083#0 101599083#1 101599079#3 101599076#0 101599076#1 -101599076#1 -101599076#0,3.058458603023643
1,1,-1323419247 1323419246 -416373452 101418587 464265154,0.5096039711781041
1,1,-1323419247 1323419246 -100525445 100525445 -416373452 101418587 464265154,0.8202882448875878
1,1,-1323419247 -120511142#2 120511142#2 1323419246 -416373452 101418587 464265154,0.626370677860777
1,1,-1323419247 1323419247 868087112 526439431#0 526439431#1 42762429 1323419246 -416373452 101418587 464265154,1.15532225849303
1,62,-1323419247 -120511142#2 75421017 619185406 619184994 1164659927#1 1164659926 120512822 282479125#0 282479125#1,1.5109043617446978
1,62,-1323419247 -120511142#2 75421017 619185406 619184994 1164659927#1 1164659928 1164659929 120512822 282479125#0 282479125#1,1.5222288915566224
1,62,-1323419247 -120511142#2 -120511142#1 120511142#1 75421017 619185406 619184994 1164659927#1 1164659926 120512822 282479125#0 282479125#1,1.5265106042416967
1,62,-1323419247 -120511142#2 75421017 -282689984#1 282689984#1 619185406 619184994 1164659927#1 1164659926 120512822 282479125#0 282479125#1,1.5752432146364668
2,2,71324347#2 71324347#3 71324347#4 71324347#5 47374666 659281081#0 659281081#1 100525445 -416373452 416373452,1.3160584901227974
2,2,71324347#2 71324347#3 101418583 526438862#2 1200809292 868087112 526439431#0 526439431#1 42762429 1323419246 -416373452 416373452,1.7794512932872288
2,2,71324347#2 71324347#3 71324347#4 71324347#5 47374666 -42762427 42762427 659281081#0 659281081#1 100525445 -416373452 416373452,1.4227811791984277
2,2,71324347#2 71324347#3 71324347#4 71324347#5 -47374665#1 47374665#0 47374666 659281081#0 659281081#1 100525445 -416373452 416373452,3.0472335500748353
3,3,-100525445 100525445 -416373452 -101418584#4 -101418584#3 -101418584#2 -101418592 -100488715#3 101605951#0 101605951#1 -101606546 101606547#1,1.1885443738330466
3,3,-100525445 100525445 184568063 76867740 1323419243 -162276533#2 100488715#0 100488715#1 100488715#2 101605951#0 101605951#1 -101606546 101606547#1,2.4360866736903546
3,3,-100525445 100525445 184568063 1323419245 16648700 1323419243 -162276533#2 100488715#0 100488715#1 100488715#2 101605951#0 101605951#1 -101606546 101606547#1,2.40289339637943
3,3,-100525445 100525445 -416373452 -101418584#4 -101418584#3 -101418584#2 -101418592 100488715#4 -100488715#4 -100488715#3 101605951#0 101605951#1 -101606546 101606547#1,1.1893446939610979
4,4,-282689981#0 101411570 282689981#1 352797377 -352797377,1.331294043895456
4,4,-282689981#0 -679068326#3 679068326#3 101411570 282689981#1 352797377 -352797377,1.8893372611823709
4,4,-282689981#0 101411570 -101749462 101749462 282689981#1 352797377 -352797377,1.8388770771087413
4,4,-282689981#0 101411570 282689981#1 -120511301 120511301 352797377 -352797377,2.249561350818225
5,5,-101607967#0 101607962 -101607966#1 -101607966#0 101607969#1 -100468681#3 -100468681#2 -100468681#1 -100468681#0,1.0731723358889993
5,5,-101607967#0 101607962 101607963 -659279347 101607969#0 101607969#1 -100468681#3 -100468681#2 -100468681#1 -100468681#0,1.1523395679366057
5,5,-101607967#0 101607962 -101607966#1 -101607966#0 101607969#1 100468681#4 -100468681#4 -100468681#3 -100468681#2 -100468681#1 -100468681#0,1.2124931902206528
5,5,-101607967#0 101607962 -101607966#1 -101608828 101608828 -101607966#0 101607969#1 -100468681#3 -100468681#2 -100468681#1 -100468681#0,1.2116412583752003
6,6,-101594809#0 -101594836#0 372606529#2 372606529#3 372606529#4 372606529#5 372606529#6 372606529#7 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 120511145 283490977#1 -173532317#3 -101786553#2 -101786553#1 -101786553#0 -101786554#3 -101786554#2 -101786554#1 -101787493,4.56107047570648
6,6,-101594809#0 -101594836#0 372606529#2 372606529#3 372606529#4 372606529#5 372606529#6 372606529#7 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 120511145 283490977#1 -173532317#3 -173532317#2 -173532317#1 -101765339#6 -101765339#5 -101765339#4 -101765339#3 101786554#0 -101787493,4.6225652247940205
6,6,-101594809#0 -101594836#0 372606529#2 372606529#3 372606529#4 372606529#5 372606529#6 372606529#7 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 120511145 283490977#1 -173532317#3 -101786553#2 -101786553#1 -101786553#0 -101786554#3 -101787491#1 -101787491#0 -101786554#1 -101787493,4.568200498341884
6,6,-101594809#0 -101594836#0 372606529#2 372606529#3 372606529#4 372606529#5 372606529#6 372606529#7 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 120511145 283490977#1 -173532317#3 -173532317#2 -173532317#1 -101765339#6 416382004 -101754276#0 101765339#2 101786554#0 -101787493,4.756329644888913
7,7,-659278038#3 659278038#3 100475365#0 100475365#1 282479151#3 282479151#4 100488713 -100488715#7 -101605219 -100488715#5 -100488715#4 -100488715#3 -100488715#2 -100488715#1 -100488715#0 162276533#2 120511145 283490977#1 -173532317#3 -173532317#2 -173532317#1 -173532317#0 47374679#0 101754278#0 101754278#1 -101752975#2 -101752975#1,3.782248983106561
7,7,-659278038#3 659278038#3 100475365#0 100475365#1 282479151#3 282479151#4 100488713 -100488715#7 -100488715#6 -100488715#5 -100488715#4 -100488715#3 -100488715#2 -100488715#1 -100488715#0 162276533#2 120511145 283490977#1 -173532317#3 -173532317#2 -173532317#1 -173532317#0 47374679#0 101754278#0 101754278#1 -101752975#2 -101752975#1,3.6771475040700214
7,7,-659278038#3 659278038#3 100475365#0 100475365#1 282479151#3 282479151#4 100488713 -100488715#7 -101605219 -100488715#5 -100488715#4 -100488715#3 -100488715#2 -100488715#1 -100488715#0 162276533#2 120511145 283490977#1 -173532317#3 -173532317#2 -173532317#1 -101765339#6 416382004 336860320 101752975#1 101752975#2 -101752975#2 -101752975#1,4.334491780873615
7,7,-659278038#3 659278038#3 100475365#0 100475365#1 282479151#3 282479151#4 100488713 -100488715#7 -100488715#6 -100488715#5 -100488715#4 -100488715#3 -100488715#2 -100488715#1 -100488715#0 162276533#2 120511145 283490977#1 -173532317#3 -173532317#2 -173532317#1 -101765339#6 416382004 336860320 101752975#1 101752975#2 -101752975#2 -101752975#1,4.229390301837077
7,34,-659278038#3 659278038#3 100475365#0 100475365#1 282479151#3 282479151#4 100488713 -100488715#7 -101605219 -100488715#5 -100488715#4 101418592 101418584#2 101418584#3 101418584#4 416373452 -100525445 526438862#0 526438862#1 526438862#2 101418589 -1200809291,1.8662930322255016
7,34,-659278038#3 659278038#3 100475365#0 100475365#1 282479151#3 282479151#4 100488713 -100488715#7 -100488715#6 -100488715#5 -100488715#4 101418592 101418584#2 101418584#3 101418584#4 416373452 -100525445 526438862#0 526438862#1 526438862#2 101418589 -1200809291,1.7611915531889626
7,34,-659278038#3 659278038#3 100475365#0 100475365#1 282479151#3 282479151#4 100488713 -100488715#7 -100488715#6 -100488715#5 -100488715#4 101418592 101418584#2 101418584#3 101418584#4 101418587 -101418587 416373452 -100525445 526438862#0 526438862#1 526438862#2 101418589 -1200809291,1.806619918919704
7,34,-659278038#3 659278038#3 100475365#0 100475365#1 282479151#3 282479151#4 100488713 -100488715#7 -101605219 -100488715#5 -100488715#4 101418592 101418584#2 101418584#3 101418584#4 101418587 -101418587 416373452 -100525445 526438862#0 526438862#1 526438862#2 101418589 -1200809291,1.911721397956243
8,8,-101609498#5 -101609498#4 -101609498#3 101608828 -101607966#0 101607969#1 100468681#4 100468681#5 100468681#6 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 42762428#1 1164653913 463830226#0 463830226#1 101411570 282689981#1 -120511301 120509990 120509991 282689983#0 282689983#1,3.359883507038524
8,8,-101609498#5 101609498#5 120512823#0 120512823#1 372606529#0 372606529#1 372606529#2 372606529#3 372606529#4 372606529#5 372606529#6 372606529#7 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 42762428#1 1164653913 463830226#0 463830226#1 101411570 282689981#1 -120511301 120509990 120509991 282689983#0 282689983#1,3.6969768180850453
8,8,-101609498#5 -101609498#4 -101609498#3 101608828 -101607966#0 101607969#1 100468681#4 100468681#5 100468681#6 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 42762428#1 1164653913 463830226#0 -416376586 71223791#1 101411570 282689981#1 -120511301 120509990 120509991 282689983#0 282689983#1,3.812508257442645
8,8,-101609498#5 -101609498#4 -101609498#3 101608828 -101607966#0 101607969#1 100468681#4 100468681#5 100468681#6 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 42762428#1 42762428#4 71324344 463830226#0 463830226#1 101411570 282689981#1 -120511301 120509990 120509991 282689983#0 282689983#1,3.368442740667181
9,9,-120511302 120511302 71324347#1 71324347#2 71324347#3 101418583 526438862#2 1200809292 868087112 526439431#0 526439431#1 623959719 619185406 619184994 1164659927#1 1164659928 -372606529#8 -372606529#7 -372606529#6 -372606529#5 -372606529#4,2.451390880093044
9,9,-120511302 120511302 71324347#1 71324347#2 71324347#3 101418583 526438862#2 1200809292 868087112 526439431#0 526439431#1 697042776#0 697042776#2 42762428#1 42762428#4 1197063689 282479127#0 101611060 -372606529#7 -372606529#6 -372606529#5 -372606529#4,2.4356445815736363
9,9,-120511302 120511302 71324347#1 71324347#2 71324347#3 101418583 526438862#2 1200809292 868087112 526439431#0 526439431#1 623959719 619185406 619184994 1164659927#1 1164659928 -372606529#8 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 42762428#1 42762428#4 1197063689 282479127#0 101611060 -372606529#7 -372606529#6 -372606529#5 -372606529#4,4.10445210458284
9,9,-120511302 120511302 71324347#1 71324347#2 71324347#3 101418583 526438862#2 1200809292 868087112 526439431#0 526439431#1 623959719 -282689984#1 282689984#1 619185406 619184994 1164659927#1 1164659928 -372606529#8 -372606529#7 -372606529#6 -372606529#5 -372606529#4,2.5157297329848127
10,10,101416508#0 -101416509 -71324343#2 -71324343#1 -71324343#0 463830226#1 101411570 282689981#1 -120511301 120509990 71324347#0 71324347#1 71324347#2 71324347#3 101418583,1.9829589273387722
10,10,101416508#0 101416508#1 -101416507 101415864#1 679068326#2 679068326#3 101411570 282689981#1 -120511301 120509990 71324347#0 71324347#1 71324347#2 71324347#3 101418583,1.9575896003423148
10,10,101416508#0 101416508#1 101416508#2 679068326#1 679068326#2 679068326#3 101411570 282689981#1 -120511301 120509990 71324347#0 71324347#1 71324347#2 71324347#3 101418583,1.9936320086663355
10,10,101416508#0 -101416509 -71324343#2 -71324343#1 -416375814 679068326#3 101411570 282689981#1 -120511301 120509990 71324347#0 71324347#1 71324347#2 71324347#3 101418583,2.0035718089204906
11,11,-47374680#7 -47374680#6 -47374680#5 -47374680#4 47374665#0 47374666 659281081#0 659281081#1 526438862#0 526438862#1 526438862#2,1.9464866522148427
11,11,-47374680#7 -47374680#6 47374680#6 47374680#7 47374680#8 -101411571#0 120509990 71324347#0 71324347#1 71324347#2 71324347#3 101418583 526438862#2,1.597953019821703
11,11,-47374680#7 -47374680#6 -47374680#5 -47374680#4 -47374680#3 47374680#3 47374665#0 47374666 659281081#0 659281081#1 526438862#0 526438862#1 526438862#2,1.9916247074369315
11,11,-47374680#7 -47374680#6 -47374680#5 47374680#5 101746498#0 -101746498#0 47374680#6 47374680#7 47374680#8 -101411571#0 120509990 71324347#0 71324347#1 71324347#2 71324347#3 101418583 526438862#2,2.5519946364683617
12,12,336863934 101594812#2 -101594836#1 -101594836#0 -372606529#1 -372606529#0 -101607965 101607964#1 101607969#0 101607969#1 -100468681#3 -101600741#4 101601553#0 101601553#1 100525438#1 100525438#2 659278038#0 659278038#1 659278038#2 659278038#3 100475365#0 100475365#1,2.7499707010233907
12,12,336863934 101594812#2 -101594836#1 -101594836#0 -372606529#1 -372606529#0 -101607965 101607964#1 101607969#0 101607969#1 100468681#4 100468681#5 100468681#6 100525438#0 100525438#1 100525438#2 659278038#0 659278038#1 659278038#2 659278038#3 100475365#0 100475365#1,2.5002126408518777
12,12,336863934 101594812#2 -101594836#1 -101594836#0 -372606529#1 -372606529#0 -101607965 101607964#1 101607969#0 101607969#1 -100468681#3 -101600741#4 101600741#4 -100468681#2 100468681#2 100468681#3 100468681#4 100468681#5 100468681#6 100525438#0 100525438#1 100525438#2 659278038#0 659278038#1 659278038#2 659278038#3 100475365#0 100475365#1,2.87497422295052
12,12,336863934 101594812#2 -101594836#1 -101594836#0 -372606529#1 -372606529#0 -101607965 101607964#1 101607969#0 101607969#1 100468681#4 100468681#5 100468681#6 100525438#0 100525438#1 100525438#2 -100525438#2 -100525438#1 -101601553#1 101601553#1 -100525438#0 100468681#7 100468681#8 120511932#0 120511932#1 120511932#2 -101604499 100475363 282479151#1 100475362 -659278038#3 659278038#3 100475365#0 100475365#1,4.635311475202031
13,13,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 100475366 100475359 282689984#0 282689984#1 619185406 619184994 1164659927#1 1164659928 -372606529#8 -372606529#7 -372606529#6 -372606529#5 -372606529#4 -372606529#3 -372606529#2 101594836#0 101594809#0 336863934,1.856809347209006
13,13,100475365#1 282479151#3 -1047409997 1047409997 282479151#4 282479151#5 282479151#6 100475366 100475359 282689984#0 282689984#1 619185406 619184994 1164659927#1 1164659928 -372606529#8 -372606529#7 -372606529#6 -372606529#5 -372606529#4 -372606529#3 -372606529#2 101594836#0 101594809#0 336863934,1.8651126829421472
13,13,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 100475366 100475359 282689984#0 282689984#1 619185406 619184994 1164659927#1 1164659928 -372606529#8 -372606529#7 -101611066 101611066 -372606529#6 -372606529#5 -372606529#4 -372606529#3 -372606529#2 101594836#0 101594809#0 336863934,2.002887778581555
13,13,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 100475366 100475359 282689984#0 282689984#1 619185406 120511930 42762428#1 42762428#4 1197063689 282479127#0 101611060 -372606529#7 -372606529#6 -372606529#5 -372606529#4 -372606529#3 -372606529#2 101594836#0 101594809#0 336863934,2.210730915836457
13,25,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -659278038#2 101604503 101604513#1 -101604513#1,0.46570963878712035
13,25,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -101601832#2 101601832#2 -659278038#2 101604503 101604513#1 -101604513#1,0.7821483236923279
13,25,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 100475366 101604499 -101604499 100475363 282479151#1 100475362 -659278038#3 -659278038#2 101604503 101604513#1 -101604513#1,0.5754648583695537
13,25,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -659278038#2 101604503 -101604513#0 101604513#0 101604513#1 -101604513#1,0.5763887844554668
13,32,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -101601832#2 -101601832#1 -101601832#0,0.4714420397388617
13,32,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 100475366 101604499 -101604499 100475363 282479151#1 100475362 -659278038#3 -101601832#2 -101601832#1 -101601832#0,0.5811972593212951
13,32,100475365#1 282479151#3 282479151#4 100488713 -100488715#7 100488715#7 100488714 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -101601832#2 -101601832#1 -101601832#0,0.8506217173694531
13,32,100475365#1 282479151#3 -1047409997 1047409997 282479151#4 282479151#5 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -101601832#2 -101601832#1 -101601832#0,0.479745375472003
13,36,100475365#1 282479151#3 282479151#4 100488713 -100488715#7 -100488715#6 -100488715#5 -100488715#4 101418592 101418584#2 101418584#3 101418584#4 416373452 -100525445 526438862#0 526438862#1 526438862#2 101418589 625955757 71324347#2 71324347#3,1.8662737801534315
13,36,100475365#1 282479151#3 282479151#4 100488713 -100488715#7 -101605219 -100488715#5 -100488715#4 101418592 101418584#2 101418584#3 101418584#4 416373452 -100525445 526438862#0 526438862#1 526438862#2 101418589 625955757 71324347#2 71324347#3,1.9713752591899707
13,36,100475365#1 282479151#3 -1047409997 1047409997 282479151#4 100488713 -100488715#7 -101605219 -100488715#5 -100488715#4 101418592 101418584#2 101418584#3 101418584#4 416373452 -100525445 526438862#0 526438862#1 526438862#2 101418589 625955757 71324347#2 71324347#3,1.9796785949231117
13,36,100475365#1 282479151#3 282479151#4 100488713 -100488715#7 -100488715#6 -100488715#5 -100488715#4 101418592 -101418592 -100488715#3 100488715#3 100488715#4 100488715#5 101605219 -101605219 100488715#6 100488715#7 100488714 282479151#6 100475366 100475359 282689984#0 282689984#1 619185406 120511930 42762428#1 1164653913 463830226#0 463830226#1 101411570 282689981#1 -120511301 120509990 71324347#0 71324347#1 71324347#2 71324347#3,4.927694187334074
13,43,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 100475366 100475359 282689984#0 282689984#1 619185406 619184994 1164659927#1 1164659928 -372606529#8 -372606529#7 -372606529#6 -372606529#5 -372606529#4 -372606529#3 -372606529#2 -372606529#1 -372606529#0 -101607965 101607964#1 101607969#0 101607966#0 101607966#1 101607963,2.3543374009070868
13,43,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -659278038#2 -659278038#1 -659278038#0 -100525438#2 -100525438#1 -100525438#0 -100468681#6 -100468681#5 101607105 101607099 101607107 101607098#1 101607098#2 -101607965 101607964#1 101607969#0 101607966#0 101607966#1 101607963,2.6759217293828974
