episode,instability_humans,instability_CAVs,avg_time_lost
5,0,222,29.189999999999998
10,0,175,29.1
15,0,153,28.34
20,0,165,28.39
25,0,161,28.73
30,0,149,29.79
35,0,153,29.35
40,0,143,28.68
45,0,136,29.64
50,0,144,29.31
55,0,160,28.96
60,0,135,29.14
65,0,132,29.15
70,0,126,28.76
75,0,125,28.93
80,0,130,28.549999999999997
85,0,136,28.16
90,0,148,28.79
95,0,141,29.48
100,0,136,29.060000000000002
105,0,139,28.52
110,0,138,28.47
115,0,157,28.529999999999998
120,0,128,28.22
125,0,136,29.18
130,0,144,28.14
135,0,141,28.78
140,0,140,29.23
145,0,141,29.38
150,0,128,29.349999999999998
155,0,148,28.45
160,0,148,30.16
165,0,146,29.47
170,0,142,28.72
175,0,136,29.409999999999997
180,0,151,29.130000000000003
185,0,153,29.69
190,0,128,29.33
195,0,134,30.08
200,0,137,28.79
205,0,154,29.08
210,0,144,29.439999999999998
215,0,140,29.63
220,0,134,29.24
225,0,127,29.56
230,0,122,29.23
235,0,146,30.26
240,0,141,29.22
245,0,145,30.17
250,0,139,30.06
255,0,134,28.48
260,0,144,30.1
265,0,138,29.36
270,0,149,28.9
275,0,126,29.89
280,0,132,29.64
285,0,140,28.67
290,0,128,28.88
295,0,138,29.58
300,0,134,29.349999999999998
305,0,122,29.71
310,0,116,28.71
315,0,131,29.7
320,0,140,28.639999999999997
325,0,137,29.23
330,0,126,29.09
335,0,127,29.48
340,0,129,29.189999999999998
345,0,131,29.35
350,0,130,28.91
355,0,134,29.419999999999998
360,0,128,28.93
365,0,132,29.08
370,0,128,29.509999999999998
375,0,123,28.79
380,0,133,35.5
385,0,121,29.35
390,0,119,28.9
395,0,121,28.14
400,0,131,27.93
405,0,126,28.240000000000002
410,0,118,28.880000000000003
415,0,129,28.9
420,0,137,28.65
425,0,116,29.419999999999998
430,0,128,28.400000000000002
435,0,123,29.18
440,0,131,28.95
445,0,126,29.009999999999998
450,0,130,28.540000000000003
455,0,123,28.8
460,0,128,29.72
465,0,123,28.89
470,0,117,28.86
475,0,117,28.979999999999997
480,0,119,29.07
485,0,109,29.05
490,0,118,29.19
495,0,118,29.22
500,0,113,28.63
505,0,111,29.389999999999997
510,0,116,28.27
515,0,129,28.17
520,0,118,29.28
525,0,110,29.77
530,0,101,28.94
535,0,102,29.05
540,0,112,28.82
545,0,107,28.990000000000002
550,0,102,28.810000000000002
555,0,103,28.89
560,0,111,29.14
565,0,103,28.85
570,0,103,29.12
575,0,97,28.56
580,0,102,29.639999999999997
585,0,103,28.66
590,0,107,28.82
595,0,102,29.07
600,0,100,28.65
605,0,93,29.27
610,0,102,29.259999999999998
615,0,100,28.89
620,0,92,29.81
625,0,104,28.89
630,0,99,28.77
635,0,96,28.79
640,0,89,29.36
645,0,92,29.35
650,0,88,28.779999999999998
655,0,81,29.36
660,0,85,28.82
665,0,95,28.82
670,0,92,29.21
675,0,87,28.369999999999997
680,0,88,29.29
685,0,77,28.81
690,0,86,28.46
695,0,93,29.33
700,0,92,29.54
705,0,92,29.06
710,0,84,28.74
715,0,78,28.57
720,0,81,28.43
725,0,77,28.7
730,0,78,29.15
735,0,83,28.919999999999998
740,0,84,28.490000000000002
745,0,73,29.099999999999998
750,0,72,28.76
755,0,79,28.93
760,0,85,29.06
765,0,66,29.19
770,0,65,28.39
775,0,72,29.32
780,0,65,28.77
785,0,55,29.36
790,0,75,28.950000000000003
795,0,78,28.849999999999998
800,0,66,28.939999999999998
805,0,74,29.57
810,0,72,28.78
815,0,66,28.71
820,0,77,28.88
825,0,67,28.3
830,0,55,28.51
835,0,66,28.75
840,0,62,28.87
845,0,58,28.720000000000002
850,0,58,28.05
855,0,63,29.24
860,0,68,29.02
865,0,54,29.43
870,0,54,29.13
875,0,61,29.29
880,0,58,29.33
885,0,61,28.9
890,0,59,28.75
895,0,61,28.869999999999997
900,0,49,28.91
905,0,51,28.9
910,0,45,28.75
915,0,59,28.81
920,0,51,28.9
925,0,44,29.099999999999998
