episode,instability_humans,instability_CAVs,avg_time_lost
5,0,222,28.88
10,0,163,29.119999999999997
15,0,170,28.779999999999998
20,0,154,29.220000000000002
25,0,142,28.78
30,0,149,29.13
35,0,152,29.11
40,0,148,28.49
45,0,148,29.36
50,0,142,28.34
55,0,156,28.970000000000002
60,0,151,29.46
65,0,152,29.08
70,0,143,28.630000000000003
75,0,151,28.919999999999998
80,0,140,29.08
85,0,137,37.56
90,0,137,29.28
95,0,154,29.15
100,0,140,28.599999999999998
105,0,145,29.0
110,0,140,28.66
115,0,154,29.099999999999998
120,0,149,28.900000000000002
125,0,137,28.97
130,0,125,29.669999999999998
135,0,138,28.95
140,0,142,37.09
145,0,150,28.85
150,0,136,29.33
155,0,132,29.39
160,0,115,29.46
165,0,141,29.32
170,0,138,29.169999999999998
175,0,138,29.0
180,0,135,28.86
185,0,139,28.2
190,0,130,29.28
195,0,142,29.22
200,0,140,30.02
205,0,129,29.11
210,0,119,29.13
215,0,128,29.41
220,0,131,28.95
225,0,143,29.369999999999997
230,0,127,29.23
235,0,128,28.75
240,0,128,29.18
245,0,121,29.11
250,0,137,29.369999999999997
255,0,126,29.03
260,0,127,29.34
265,0,132,30.520000000000003
270,0,125,30.03
275,0,139,29.19
280,0,121,29.34
285,0,123,29.41
290,0,119,29.919999999999998
295,0,115,30.18
300,0,126,29.62
305,0,134,29.94
310,0,121,29.26
315,0,126,29.64
320,0,131,29.04
325,0,128,28.92
330,0,134,28.43
335,0,124,30.11
340,0,124,29.38
345,0,114,29.07
350,0,118,28.66
355,0,130,29.330000000000002
360,0,128,28.849999999999998
365,0,120,29.7
370,0,118,29.76
375,0,131,29.13
380,0,118,29.7
385,0,111,28.279999999999998
390,0,116,29.2
395,0,132,29.32
400,0,126,29.2
405,0,124,28.779999999999998
410,0,119,28.96
415,0,117,29.88
420,0,113,29.419999999999998
425,0,114,28.98
430,0,107,28.84
435,0,111,28.849999999999998
440,0,112,29.37
445,0,121,28.98
450,0,115,28.939999999999998
455,0,111,29.05
460,0,110,28.72
465,0,114,29.12
470,0,113,28.21
475,0,103,28.96
480,0,95,28.59
485,0,110,28.69
490,0,107,29.06
495,0,105,28.91
500,0,105,28.509999999999998
505,0,98,28.919999999999998
510,0,99,29.49
