episode,instability_humans,instability_CAVs,avg_time_lost
5,0,222,29.92
10,0,170,29.27
15,0,172,29.52
20,0,163,29.799999999999997
25,0,182,30.88
30,0,164,28.87
35,0,153,28.259999999999998
40,0,158,29.349999999999998
45,0,152,28.95
50,0,145,29.23
55,0,135,29.470000000000002
60,0,137,29.08
65,0,144,29.02
70,0,131,28.689999999999998
75,0,123,29.37
80,0,118,28.490000000000002
85,0,112,29.35
90,0,100,28.28
95,0,99,28.869999999999997
100,0,100,28.939999999999998
105,0,101,28.72
110,0,83,28.84
115,0,83,29.04
120,0,75,28.26
125,0,72,28.75
130,0,63,28.71
135,0,70,28.779999999999998
140,0,65,28.77
145,0,59,29.72
150,0,48,28.4
155,0,53,28.67
160,0,46,29.46
165,0,44,28.95
170,0,38,29.07
175,0,36,28.76
180,0,36,29.28
185,0,36,28.95
190,0,32,28.98
195,0,34,28.5
200,0,35,29.16
205,0,31,28.9
210,0,24,28.84
215,0,23,29.15
220,0,22,29.05
225,0,26,29.119999999999997
230,0,26,28.85
235,0,29,29.009999999999998
240,0,22,29.029999999999998
245,0,21,29.3
250,0,29,28.759999999999998
255,0,25,28.86
260,0,18,29.0
265,0,19,29.279999999999998
270,0,21,28.8
275,0,28,29.34
280,0,23,29.06
285,0,27,29.09
290,0,24,28.77
295,0,17,29.54
300,0,20,28.779999999999998
305,0,18,28.88
310,0,20,29.38
315,0,18,28.810000000000002
320,0,11,28.86
325,0,10,28.76
330,0,20,28.86
335,0,15,28.919999999999998
340,0,12,28.729999999999997
345,0,16,28.869999999999997
350,0,18,29.07
355,0,12,29.11
360,0,14,28.77
365,0,16,28.86
370,0,13,28.61
375,0,19,28.93
380,0,19,29.03
385,0,16,28.86
390,0,11,29.169999999999998
395,0,19,28.7
400,0,17,29.25
405,0,14,28.99
410,0,14,29.02
415,0,10,28.97
420,0,13,28.96
425,0,11,29.07
430,0,13,28.97
435,0,14,28.82
440,0,7,29.24
445,0,11,28.91
450,0,14,28.970000000000002
455,0,14,29.11
460,0,14,28.790000000000003
465,0,14,29.04
470,0,16,28.93
475,0,11,28.96
480,0,17,29.470000000000002
485,0,16,28.85
490,0,15,28.490000000000002
495,0,17,28.78
500,0,12,28.49
505,0,10,28.880000000000003
510,0,7,28.99
515,0,14,28.49
520,0,17,28.64
525,0,13,28.61
530,0,14,29.05
535,0,14,29.02
540,0,14,28.77
545,0,11,28.68
550,0,11,28.790000000000003
555,0,15,29.11
560,0,15,28.7
565,0,13,28.89
570,0,11,28.91
575,0,16,28.84
580,0,12,28.55
585,0,12,28.91
590,0,13,28.68
595,0,15,29.04
600,0,10,28.74
605,0,6,29.25
610,0,17,28.5
615,0,9,29.03
620,0,10,28.94
625,0,14,28.66
630,0,12,28.91
635,0,10,28.830000000000002
640,0,15,29.060000000000002
