episode,instability_humans,instability_CAVs,avg_time_lost
5,0,523,41.980000000000004
10,0,405,55.28
15,0,358,56.120000000000005
20,0,403,41.099999999999994
25,0,400,40.43
30,0,396,50.370000000000005
35,0,387,42.309999999999995
40,0,404,42.25
45,0,383,64.6
50,0,387,74.11
55,0,397,42.199999999999996
60,0,389,41.370000000000005
65,0,406,49.18
70,0,382,41.65
75,0,400,41.86
80,0,387,41.15
85,0,386,42.260000000000005
90,0,394,41.96
95,0,395,42.14
100,0,395,48.57
105,0,407,48.3
110,0,383,41.160000000000004
115,0,383,42.089999999999996
120,0,381,41.28
125,0,398,41.3
130,0,368,41.620000000000005
135,0,384,41.38
140,0,401,48.940000000000005
145,0,403,40.89
150,0,372,40.9
155,0,393,41.11
160,0,389,48.74
165,0,402,40.52
170,0,387,41.46
175,0,391,50.53
180,0,403,41.3
185,0,390,41.089999999999996
190,0,393,41.39
195,0,381,41.62
200,0,394,41.21
205,0,386,48.949999999999996
210,0,386,42.52
215,0,413,41.79
220,0,381,49.760000000000005
225,0,376,41.98
230,0,384,41.910000000000004
235,0,391,42.39
240,0,399,96.53999999999999
245,0,395,43.04
250,0,408,42.190000000000005
255,0,391,41.4
260,0,371,41.37
265,0,370,41.870000000000005
270,0,376,42.47
275,0,387,41.980000000000004
280,0,401,41.28
285,0,387,41.94
290,0,368,48.839999999999996
295,0,390,40.870000000000005
300,0,380,41.73
305,0,376,48.14
310,0,398,42.13
315,0,392,49.18
320,0,391,48.589999999999996
325,0,387,57.98
330,0,379,42.14
335,0,354,41.91
340,0,399,42.809999999999995
345,0,370,41.67
350,0,384,42.0
355,0,380,42.160000000000004
360,0,405,41.43000000000001
365,0,375,41.5
370,0,369,48.78
375,0,384,42.26
380,0,379,41.78
385,0,380,41.78
390,0,378,48.660000000000004
395,0,383,41.620000000000005
400,0,378,67.26
405,0,383,41.81
410,0,374,42.62
415,0,382,70.06
420,0,364,48.45
425,0,381,41.39
430,0,394,41.91
435,0,350,42.24
440,0,365,41.660000000000004
445,0,376,48.540000000000006
450,0,364,41.52
455,0,365,42.96
460,0,399,42.77
465,0,383,42.14
470,0,368,48.33
475,0,374,42.589999999999996
480,0,390,48.230000000000004
485,0,381,41.220000000000006
490,0,360,42.84
495,0,394,40.85
500,0,360,49.13
505,0,340,86.34
510,0,370,49.050000000000004
515,0,383,41.78
520,0,372,49.17
525,0,368,41.74
530,0,389,42.69
535,0,381,41.69
540,0,379,41.64
545,0,376,42.010000000000005
550,0,361,66.9
555,0,374,48.800000000000004
560,0,391,42.5
565,0,371,42.580000000000005
570,0,368,42.940000000000005
575,0,358,49.59
580,0,352,41.07
585,0,369,41.67
590,0,377,41.67
595,0,351,41.87
600,0,380,42.09
605,0,385,42.65
610,0,366,41.34
615,0,364,74.81
620,0,382,64.80999999999999
625,0,366,56.089999999999996
630,0,359,42.42
635,0,361,41.72
640,0,376,42.68000000000001
645,0,375,41.92
650,0,363,42.050000000000004
655,0,359,43.2
660,0,362,49.81
665,0,357,115.03
670,0,362,41.790000000000006
675,0,355,41.589999999999996
680,0,375,42.01
685,0,366,42.46
690,0,365,41.51
695,0,364,42.11
700,0,350,49.18000000000001
705,0,358,42.410000000000004
710,0,361,42.04
715,0,371,42.410000000000004
720,0,358,41.46
725,0,342,74.67999999999999
730,0,361,43.36
735,0,372,42.88
740,0,353,42.04
745,0,369,42.47
750,0,384,42.239999999999995
755,0,368,41.96
760,0,342,42.05
765,0,349,41.99
770,0,364,41.96
775,0,361,43.26
780,0,365,42.35
785,0,370,42.86000000000001
790,0,361,49.82
795,0,357,49.19
800,0,344,41.370000000000005
805,0,368,42.190000000000005
810,0,349,41.209999999999994
815,0,358,41.57
820,0,352,41.67
825,0,368,49.989999999999995
830,0,354,42.86
835,0,362,41.89
840,0,343,43.31
845,0,345,42.440000000000005
850,0,350,41.81
855,0,336,43.52
860,0,324,50.160000000000004
865,0,333,42.44
870,0,349,49.5
875,0,354,42.64
880,0,348,41.77
885,0,347,41.53
890,0,330,48.800000000000004
895,0,348,42.26
900,0,345,41.910000000000004
905,0,357,62.25
910,0,342,41.69
915,0,334,42.529999999999994
920,0,358,41.68
925,0,328,41.449999999999996
930,0,327,41.739999999999995
935,0,350,63.59
940,0,333,42.89
945,0,355,42.59
950,0,336,49.49
955,0,329,49.64
960,0,315,42.97
965,0,313,42.16
970,0,328,42.730000000000004
975,0,330,42.39
980,0,325,42.67
985,0,343,49.85
990,0,331,42.58
995,0,298,49.3
1000,0,313,50.260000000000005
1005,0,333,49.26
1010,0,329,42.55
1015,0,309,42.4
1020,0,308,42.64
1025,0,333,49.660000000000004
1030,0,320,42.400000000000006
1035,0,317,63.56
1040,0,322,49.95
1045,0,307,49.15
1050,0,312,42.14
1055,0,292,43.09
1060,0,341,49.0
1065,0,333,41.66
1070,0,313,42.42
1075,0,325,106.69
1080,0,308,50.32
1085,0,330,42.51
1090,0,326,42.69
1095,0,328,43.13
1100,0,333,41.64
1105,0,320,42.559999999999995
1110,0,324,42.92
1115,0,319,42.48
1120,0,306,42.38
1125,0,310,120.86
1130,0,316,42.66
1135,0,308,42.76
1140,0,311,42.68
1145,0,329,42.61
1150,0,320,42.42
1155,0,296,43.32
1160,0,291,49.47
1165,0,300,42.68
1170,0,300,42.410000000000004
1175,0,296,42.19
1180,0,296,42.739999999999995
1185,0,291,42.9
1190,0,296,42.29
1195,0,295,42.09
1200,0,308,49.89
1205,0,308,49.31
1210,0,305,49.56
1215,0,311,42.91
1220,0,304,43.32
1225,0,308,42.72
1230,0,271,50.25
1235,0,254,44.54
1240,0,283,42.730000000000004
1245,0,298,42.42
1250,0,305,42.82
1255,0,277,43.11000000000001
1260,0,314,42.04
1265,0,288,42.11
1270,0,291,42.11
1275,0,274,49.95
1280,0,278,43.129999999999995
1285,0,300,49.260000000000005
1290,0,290,42.94
1295,0,291,50.03
1300,0,287,49.96
1305,0,274,50.379999999999995
1310,0,281,43.05
1315,0,295,43.58
1320,0,290,42.68
1325,0,275,42.56
1330,0,249,42.830000000000005
1335,0,268,49.660000000000004
1340,0,272,42.870000000000005
1345,0,256,42.34
1350,0,263,42.65
1355,0,266,42.46
1360,0,283,57.43
1365,0,286,42.25
1370,0,275,50.49
1375,0,306,43.370000000000005
1380,0,282,42.790000000000006
1385,0,280,43.29
1390,0,276,43.39
1395,0,280,42.68000000000001
1400,0,266,49.79
1405,0,268,42.97
1410,0,268,49.97
1415,0,271,43.260000000000005
1420,0,286,50.010000000000005
1425,0,267,42.730000000000004
1430,0,240,42.699999999999996
1435,0,267,51.51
1440,0,261,42.86
1445,0,235,43.07
1450,0,250,67.63000000000001
1455,0,263,42.39
1460,0,259,43.019999999999996
1465,0,245,43.35
1470,0,267,42.699999999999996
1475,0,245,43.1
1480,0,251,43.1
1485,0,256,43.29
1490,0,234,43.07
1495,0,249,50.620000000000005
1500,0,246,50.440000000000005
1505,0,221,42.68
1510,0,231,42.269999999999996
1515,0,232,67.46
1520,0,238,43.47
1525,0,240,42.949999999999996
1530,0,222,43.01
1535,0,249,42.83
1540,0,248,50.57
1545,0,233,43.050000000000004
1550,0,238,43.04
1555,0,227,43.25
1560,0,236,42.7
1565,0,233,43.309999999999995
1570,0,221,57.11000000000001
1575,0,234,50.11000000000001
1580,0,249,43.660000000000004
1585,0,250,43.199999999999996
1590,0,233,43.2
1595,0,235,49.980000000000004
1600,0,228,43.11000000000001
1605,0,236,42.29
1610,0,228,50.15
1615,0,238,50.78
1620,0,229,50.59
1625,0,233,43.09
1630,0,231,43.33
1635,0,220,43.79
1640,0,228,42.95
1645,0,211,42.489999999999995
1650,0,219,50.46
1655,0,217,43.37
1660,0,212,43.09
1665,0,204,42.68
1670,0,235,42.89
1675,0,215,50.53
1680,0,208,43.199999999999996
1685,0,205,49.769999999999996
1690,0,210,43.080000000000005
1695,0,206,51.17
1700,0,218,43.45
1705,0,205,43.78
1710,0,214,43.07
1715,0,206,44.14
1720,0,211,43.68
1725,0,217,42.51
1730,0,206,43.6
1735,0,193,42.839999999999996
1740,0,193,43.33
1745,0,216,43.78
1750,0,193,43.03
1755,0,196,42.76
1760,0,187,43.7
1765,0,191,42.73
1770,0,192,43.489999999999995
1775,0,195,42.89
1780,0,202,42.690000000000005
1785,0,196,43.510000000000005
1790,0,197,43.410000000000004
1795,0,197,50.769999999999996
1800,0,194,43.35
1805,0,185,42.76
1810,0,185,43.2
1815,0,181,43.0
1820,0,175,42.69
1825,0,186,43.75
1830,0,199,43.620000000000005
1835,0,175,43.49
1840,0,181,49.76
1845,0,187,43.76
1850,0,182,43.150000000000006
1855,0,159,43.39
1860,0,172,43.53
1865,0,174,43.45
1870,0,178,44.03
1875,0,184,43.34
1880,0,180,43.370000000000005
1885,0,160,43.73
1890,0,160,43.379999999999995
1895,0,170,43.370000000000005
1900,0,151,50.040000000000006
1905,0,163,43.730000000000004
1910,0,168,43.64
1915,0,150,43.35
1920,0,142,43.34
1925,0,148,43.42
1930,0,151,43.65
1935,0,157,43.6
1940,0,163,44.44
1945,0,167,43.48
1950,0,166,42.72
1955,0,159,43.45
1960,0,166,43.24
1965,0,142,43.660000000000004
1970,0,147,43.940000000000005
1975,0,160,43.550000000000004
1980,0,153,42.88
1985,0,128,43.27
1990,0,135,43.07
1995,0,146,50.29
2000,0,138,42.98
2005,0,132,44.03
2010,0,151,43.85
2015,0,150,43.220000000000006
2020,0,135,43.46
2025,0,140,43.69
2030,0,137,42.989999999999995
2035,0,138,43.059999999999995
2040,0,126,43.64
2045,0,118,43.57
2050,0,122,50.519999999999996
2055,0,150,44.089999999999996
2060,0,142,51.400000000000006
2065,0,124,43.6
2070,0,126,43.470000000000006
2075,0,132,43.36
2080,0,126,43.47
2085,0,122,43.27
2090,0,126,44.059999999999995
2095,0,128,43.339999999999996
2100,0,118,43.89
2105,0,127,43.99
2110,0,117,43.21
2115,0,104,43.96
2120,0,125,43.75
2125,0,125,44.03
2130,0,107,43.88
2135,0,100,43.980000000000004
2140,0,100,44.08
2145,0,95,44.15
2150,0,111,43.44
2155,0,123,43.39
2160,0,118,50.39
2165,0,114,43.74
2170,0,120,43.92
2175,0,111,43.9
2180,0,109,60.129999999999995
2185,0,104,43.66
2190,0,95,50.940000000000005
2195,0,88,44.14
2200,0,94,50.84
2205,0,86,43.330000000000005
2210,0,87,43.84
2215,0,94,50.77
2220,0,91,43.89
2225,0,86,43.87
2230,0,85,51.53
2235,0,89,44.29
2240,0,82,44.06
2245,0,79,43.82
2250,0,77,43.870000000000005
2255,0,85,43.49
2260,0,88,43.64
2265,0,79,44.489999999999995
2270,0,88,44.300000000000004
2275,0,74,51.32
2280,0,67,43.99
2285,0,62,43.75
2290,0,52,43.86000000000001
2295,0,58,44.09
2300,0,69,45.35
2305,0,81,43.64
2310,0,64,43.910000000000004
2315,0,62,44.1
2320,0,63,44.129999999999995
2325,0,53,51.059999999999995
2330,0,48,44.0
2335,0,39,44.02
2340,0,40,43.77
2345,0,40,44.300000000000004
2350,0,47,43.81
2355,0,50,43.940000000000005
2360,0,49,44.080000000000005
2365,0,45,44.0
2370,0,53,43.489999999999995
2375,0,46,43.78
2380,0,31,44.09
2385,0,31,43.96
2390,0,36,43.78
2395,0,33,44.230000000000004
2400,0,26,43.84
2405,0,27,43.84
2410,0,29,43.769999999999996
2415,0,39,44.13
2420,0,37,43.730000000000004
2425,0,33,43.589999999999996
2430,0,36,44.25
2435,0,35,44.15
2440,0,35,44.29
2445,0,37,44.05
2450,0,47,44.269999999999996
2455,0,56,43.54
2460,0,42,43.830000000000005
2465,0,32,50.91
2470,0,34,44.51
2475,0,38,43.81
2480,0,38,44.11
2485,0,47,43.830000000000005
2490,0,45,43.660000000000004
2495,0,35,43.93000000000001
2500,0,37,43.99
2505,0,41,43.790000000000006
2510,0,41,44.22
2515,0,43,44.36000000000001
2520,0,44,43.89
2525,0,34,44.51
2530,0,21,44.18
2535,0,28,43.94
2540,0,38,43.980000000000004
2545,0,36,43.96
2550,0,26,43.81
2555,0,28,43.77
2560,0,33,44.45
2565,0,38,43.51
2570,0,50,43.760000000000005
2575,0,43,44.0
2580,0,25,43.88
2585,0,27,43.89
2590,0,29,43.86
2595,0,33,43.79
2600,0,43,43.42
2605,0,44,44.09
2610,0,39,44.01
2615,0,46,43.96
2620,0,50,43.53
2625,0,44,43.58
2630,0,34,43.720000000000006
2635,0,42,44.26
2640,0,50,44.13
2645,0,41,43.85
2650,0,35,44.03
2655,0,37,43.93
2660,0,45,43.82
2665,0,50,50.79
2670,0,37,96.3
2675,0,37,44.150000000000006
2680,0,43,44.27
2685,0,39,44.18000000000001
2690,0,36,43.949999999999996
2695,0,39,44.25
2700,0,58,44.089999999999996
2705,0,44,43.85
2710,0,29,43.79
2715,0,29,44.06
2720,0,30,44.18
2725,0,28,43.83
2730,0,22,44.160000000000004
2735,0,36,43.82
2740,0,36,51.17
2745,0,41,43.57
2750,0,47,43.76
2755,0,40,43.46
2760,0,39,44.050000000000004
2765,0,37,43.41
2770,0,33,43.83
2775,0,24,43.79
2780,0,30,43.8
2785,0,38,43.730000000000004
2790,0,37,44.7
2795,0,32,43.57
2800,0,36,44.21
2805,0,36,43.65
2810,0,39,43.95
2815,0,42,43.66
2820,0,48,44.050000000000004
2825,0,43,43.94
2830,0,45,43.67
2835,0,47,44.019999999999996
2840,0,34,43.17
2845,0,28,43.940000000000005
2850,0,43,43.9
2855,0,49,44.12
2860,0,42,43.64
2865,0,37,44.35
2870,0,36,117.81
2875,0,36,44.13
2880,0,38,43.79
2885,0,42,43.74
2890,0,39,43.63
2895,0,38,43.97
2900,0,37,43.980000000000004
2905,0,40,43.62
2910,0,50,44.050000000000004
2915,0,42,44.059999999999995
2920,0,41,43.690000000000005
2925,0,48,43.980000000000004
2930,0,42,44.37
2935,0,33,43.62
2940,0,54,43.88
2945,0,54,43.5
2950,0,29,43.71
2955,0,35,43.57
2960,0,38,50.89
2965,0,41,43.74
2970,0,49,43.71
2975,0,36,45.2
2980,0,34,44.14
2985,0,38,43.95
2990,0,42,43.76
2995,0,31,43.74
3000,0,31,44.07
3005,0,39,44.01
3010,0,30,43.96
3015,0,28,44.05
3020,0,33,43.96
3025,0,32,44.31
3030,0,44,44.1
3035,0,52,51.07
3040,0,55,44.059999999999995
3045,0,43,50.86
3050,0,41,43.660000000000004
3055,0,41,43.89
3060,0,33,44.17
3065,0,32,43.65
3070,0,40,43.86
3075,0,47,44.050000000000004
3080,0,45,43.75
3085,0,33,43.95
3090,0,29,44.07
3095,0,34,43.95
3100,0,38,44.06
3105,0,42,43.580000000000005
3110,0,47,43.9
3115,0,35,43.86000000000001
3120,0,36,44.31
3125,0,44,44.519999999999996
3130,0,33,44.1
3135,0,40,43.18000000000001
3140,0,46,43.660000000000004
3145,0,42,43.69
3150,0,38,43.940000000000005
3155,0,33,43.440000000000005
3160,0,38,44.02
3165,0,45,44.13
3170,0,35,44.160000000000004
3175,0,36,43.78
3180,0,37,44.1
3185,0,39,44.260000000000005
3190,0,43,43.96
3195,0,33,44.14
3200,0,25,43.92
3205,0,26,43.56
3210,0,27,44.08
3215,0,33,44.14
3220,0,37,43.58
3225,0,31,43.61
3230,0,28,43.69
3235,0,34,44.040000000000006
3240,0,39,43.900000000000006
3245,0,39,43.71
3250,0,40,43.47
3255,0,38,44.02
3260,0,46,43.98
3265,0,50,43.55
3270,0,32,43.85
3275,0,36,43.85
3280,0,32,44.03
3285,0,34,43.72
3290,0,46,43.7
3295,0,42,44.28
3300,0,38,43.85
3305,0,51,43.589999999999996
3310,0,50,43.769999999999996
3315,0,31,44.150000000000006
3320,0,48,43.92
3325,0,52,43.64
3330,0,40,83.76
3335,0,39,43.87
3340,0,36,44.04
3345,0,46,43.93
3350,0,40,44.089999999999996
3355,0,33,43.81
3360,0,41,44.169999999999995
3365,0,43,44.07
3370,0,40,43.88
3375,0,34,44.02
3380,0,33,43.82
3385,0,41,44.18000000000001
3390,0,42,43.93
3395,0,43,44.059999999999995
3400,0,42,43.620000000000005
3405,0,34,43.52
3410,0,37,43.55
3415,0,34,43.45
3420,0,40,44.080000000000005
3425,0,43,44.129999999999995
3430,0,42,44.22
3435,0,47,43.93000000000001
3440,0,40,44.14
3445,0,39,43.760000000000005
3450,0,42,43.55
3455,0,45,44.34
3460,0,39,44.1
3465,0,34,44.04
3470,0,38,43.96
3475,0,34,44.06
3480,0,26,51.05
3485,0,35,43.6
3490,0,34,43.67
3495,0,27,43.64
3500,0,33,43.69
3505,0,32,43.57
3510,0,32,44.03
3515,0,35,44.14
3520,0,42,43.769999999999996
3525,0,38,43.95
3530,0,40,43.9
3535,0,39,44.36000000000001
3540,0,34,43.82
3545,0,44,44.11000000000001
3550,0,42,44.150000000000006
3555,0,39,43.82
3560,0,42,43.93000000000001
3565,0,40,43.93
3570,0,37,51.12
3575,0,40,43.739999999999995
3580,0,41,82.7
3585,0,38,43.79
3590,0,42,43.89
3595,0,38,44.08
3600,0,37,44.04
3605,0,42,43.49
3610,0,44,44.120000000000005
3615,0,39,44.0
3620,0,34,44.43
3625,0,34,44.019999999999996
3630,0,41,51.08
3635,0,38,50.790000000000006
3640,0,41,84.01
3645,0,39,43.97
3650,0,40,44.620000000000005
3655,0,50,43.74
3660,0,47,50.76
3665,0,45,44.06
3670,0,55,44.21
3675,0,39,43.75
3680,0,44,44.11
3685,0,45,43.78
3690,0,33,43.68000000000001
3695,0,36,44.1
3700,0,37,43.85
3705,0,40,44.0
3710,0,44,43.75
3715,0,48,44.1
3720,0,48,44.03
3725,0,39,44.190000000000005
3730,0,36,51.02
3735,0,32,44.309999999999995
3740,0,35,44.02
3745,0,51,43.69
3750,0,49,43.94
3755,0,44,43.85
3760,0,43,43.970000000000006
3765,0,39,44.07
3770,0,45,43.85
3775,0,41,44.07
3780,0,33,43.6
3785,0,35,44.129999999999995
3790,0,40,43.95
3795,0,47,43.93
3800,0,41,44.07
3805,0,40,44.07
3810,0,37,43.739999999999995
3815,0,37,44.22
3820,0,43,44.22
3825,0,38,44.43000000000001
3830,0,32,50.89
3835,0,37,44.05
3840,0,40,43.63
3845,0,35,43.71
3850,0,35,44.220000000000006
3855,0,37,43.94
3860,0,40,44.21
3865,0,35,43.95
3870,0,25,51.32
3875,0,32,43.660000000000004
3880,0,36,44.13
3885,0,36,44.11
3890,0,39,43.809999999999995
3895,0,35,43.9
3900,0,26,43.77
3905,0,35,43.940000000000005
3910,0,43,43.86
3915,0,35,44.18
3920,0,30,43.89
