origins,destinations,path,free_flow_time
0,0,105142737#1 105142737#2 -105142736 -104290296#2 -105142734#2 -105142734#1 -105142734#0 104290285#0 104290285#1 104290285#2 59097747 -59089579#0 -59089517#1,1.2400368210639188
0,0,105142737#1 105142737#2 -105142736 -104290296#2 -105142734#2 -105142734#1 -105142734#0 104290285#0 104290285#1 104290280#1 1154386255#1 -59089579#1 -59089579#0 -59089517#1,1.5405220259450072
0,0,105142737#1 105142737#2 -105142736 -104290296#2 -104290296#1 -104290296#0 104290265#1 -104290279#2 104290291#0 104290291#1 -560457880 -59089523 59089517#1 -59089517#1,2.152597568905172
0,0,105142737#1 105142737#2 -105142736 -104290296#2 -104290296#1 105783611 -105142734#1 -105142734#0 104290285#0 104290285#1 104290285#2 59097747 -59089579#0 -59089517#1,1.2837943240651193
0,5,105142737#1 105142737#2 -105142736 -104290296#2 -105142734#2 -105142734#1 -105142734#0 104290285#0 104290285#1 104290280#1 1154386255#1 1154386255#2 -59089534#7 -59089534#6 -59089534#5 59089575#2 59089551#5 59089549#0 59089524#6 1154386260#0 1154386260#1 1217037172 1217037170 931776793 931776794#0 931776794#1 931776794#2 -107107403#1 -107107403#0 -59089536#2 -59089536#1,2.4546241822863064
0,5,105142737#1 105142737#2 -105142736 -104290296#2 -105142734#2 -105142734#1 -105142734#0 104290285#0 104290285#1 104290280#1 1154386255#1 1154386255#2 -59089534#7 105808084 934289748 105462318#1 -59089551#6 59089549#0 59089524#6 1154386260#0 1154386260#1 1217037172 1217037170 931776793 931776794#0 931776794#1 931776794#2 -107107403#1 -107107403#0 -59089536#2 -59089536#1,2.424074626250789
0,5,105142737#1 105142737#2 -105142736 -104290296#2 -105142734#2 -105142734#1 -105142734#0 104290285#0 104290285#1 104290280#1 1154386255#1 1154386255#2 -59089534#7 105808084 934289748 105462318#1 105462318#2 105462317 59089510#2 1154386260#0 1154386260#1 1217037172 1217037170 931776793 931776794#0 931776794#1 931776794#2 -107107403#1 -107107403#0 -59089536#2 -59089536#1,2.2968368052764663
0,5,105142737#1 105142737#2 -105142736 -104290296#2 -105142734#2 -105142734#1 -105142734#0 104290285#0 104290285#1 104290280#1 1154386255#1 1154386255#2 -59089534#7 -59089534#6 -59089534#5 59089575#2 59089575#3 59089524#5 59089524#6 1154386260#0 1154386260#1 1217037172 1217037170 931776793 931776794#0 931776794#1 931776794#2 -107107403#1 -107107403#0 -59089536#2 -59089536#1,2.412363563135838
0,66,105142737#1 105142737#2 -105142736 -104290296#2 -104290296#1 -104290296#0 104290265#1 -104290279#2 -104290279#1 -104290279#0 -560457877 -1154386256 1154386257 104290292#5 104290292#1 104290270#0 104290270#1 -61888727 -61888714#4 -61888714#3 -61888714#2 -61888714#1 -61888714#0 -61888691#1 -61888691#0 1113566194#0 1113566195 1113566198#1 1113566198#2 560464843 560464844 61888734 61888699 560464840#0 560464840#1 560464851#0 560464851#1 1113566189 853245971 878683416#1 1243305448 23734046#0 23734046#1 23734046#2 23734046#4 1113566180 23211037#0 23211037#3 -220393187#1 -220393187#0 220393188 1114967951#0 1114967951#1 1152279387#1 1152279387#2 1152279387#3 23211035#0 23211035#1 220393186 700067978#1 722261984 27600016 1114967953 560467912 27600017 27600018 560467915 1152279391#0 1152279391#1 560467910 700168757#0 37677499 560467902 560467905 560467907 -560467907,4.758669547029551
0,66,105142737#1 105142737#2 -105142736 -104290296#2 -104290296#1 -104290296#0 104290265#1 -104290279#2 -104290279#1 -104290279#0 -560457877 -1154386256 1154386257 104290292#5 104290292#1 104290270#0 104290270#1 -61888727 -61888714#4 -61888714#3 -61888714#2 -61888714#1 -61888714#0 -61888691#1 -61888691#0 1113566194#0 1113566195 1113566198#1 1113566198#2 560464843 560464844 61888734 61888699 560464840#0 560464840#1 560464851#0 560464851#1 515764904#0 -515764904#0 1113566189 853245971 878683416#1 1243305448 23734046#0 23734046#1 23734046#2 23734046#4 1113566180 23211037#0 23211037#3 -220393187#1 -220393187#0 220393188 1114967951#0 1114967951#1 1152279387#1 1152279387#2 1152279387#3 23211035#0 23211035#1 220393186 700067978#1 722261984 27600016 1114967953 560467912 27600017 27600018 560467915 1152279391#0 1152279391#1 560467910 700168757#0 37677499 560467902 560467905 560467907 -560467907,4.945670747149563
