episode,instability_humans,instability_CAVs,avg_time_lost
5,0,222,28.86
10,0,177,28.66
15,0,168,28.36
20,0,162,29.07
25,0,168,29.58
30,0,162,29.28
35,0,173,28.66
40,0,173,28.950000000000003
45,0,171,28.89
50,0,154,29.16
55,0,165,28.96
60,0,173,28.75
65,0,166,28.830000000000002
70,0,159,28.77
75,0,155,28.9
80,0,170,29.03
85,0,168,28.67
90,0,168,28.490000000000002
95,0,180,29.54
100,0,166,29.67
105,0,162,28.88
110,0,166,29.03
115,0,178,29.55
120,0,170,28.959999999999997
125,0,172,29.96
130,0,161,28.79
135,0,172,29.8
140,0,178,28.95
145,0,163,29.44
150,0,175,29.02
155,0,167,30.080000000000002
160,0,168,29.23
165,0,162,30.349999999999998
170,0,165,29.66
175,0,171,28.43
180,0,177,29.8
185,0,172,28.94
190,0,166,28.34
195,0,168,29.77
200,0,175,29.35
205,0,160,29.240000000000002
210,0,171,28.75
215,0,165,29.970000000000002
220,0,176,28.61
225,0,163,29.45
230,0,162,29.93
235,0,161,29.5
240,0,165,29.94
245,0,167,28.47
250,0,163,28.74
255,0,170,28.56
260,0,166,29.16
265,0,168,29.42
270,0,165,29.21
275,0,160,28.970000000000002
280,0,169,29.029999999999998
285,0,177,29.2
290,0,169,29.639999999999997
295,0,155,29.150000000000002
300,0,156,28.650000000000002
