origins,destinations,path,free_flow_time
0,0,-177794961#0 -177790389#1 177790387#0 177790387#1 -657072317#0 177794940#0 177794940#1 177794940#2 177794940#3 177794940#4 -177794965#5 -177794965#4 -177794965#3,1.3370855037479354
0,0,-177794961#0 -177790389#1 177790387#0 177790387#1 -657072317#0 -657072315 657072313#1 177794940#0 177794940#1 177794940#2 177794940#3 177794940#4 -177794965#5 -177794965#4 -177794965#3,1.9225196774174034
0,0,-177794961#0 -177790389#1 177790387#0 177790387#1 657072317#1 -657072319#0 -657072317#0 177794940#0 177794940#1 177794940#2 177794940#3 177794940#4 -177794965#5 -177794965#4 -177794965#3,1.3910470883817891
0,0,-177794961#0 -177790389#1 177790387#0 177790387#1 -657072317#0 177794940#0 177794940#1 387116691#0 -387116691#0 177794940#2 177794940#3 177794940#4 -177794965#5 -177794965#4 -177794965#3,1.37745027456627
0,157,-177794961#0 177794961#0 177794952#0 177794952#1 177794952#2 177794952#3 177794952#4 177794952#5 -177790381#1 -177790381#0 -177790392#1 -177790392#0 1160463770#0 -51822257#3 -51822257#2 -51822257#1 -51822257#0 -281725041 281725040 82893179#3 24941080 82893183 605930022#0 605930022#1 -51826894#3 -51826894#2 -51826894#1 -51826894#0 -51822256#0 -934638251 -934638254 -23230000#2,1.7708735182373525
0,157,-177794961#0 -177790389#1 -177790389#0 177790383#0 177790383#1 177790383#2 177790380#0 177790380#1 177790380#2 177790380#3 -177790392#1 -177790392#0 1160463770#0 -51822257#3 -51822257#2 -51822257#1 -51822257#0 -281725041 281725040 82893179#3 24941080 82893183 605930022#0 605930022#1 -51826894#3 -51826894#2 -51826894#1 -51826894#0 -51822256#0 -934638251 -934638254 -23230000#2,2.33540435577035
0,157,-177794961#0 -177790389#1 -177790389#0 177790383#0 177790383#1 177790383#2 177790383#3 177790383#4 177790383#5 287673424#2 458640432#0 458640432#1 458640432#2 1160463770#0 -51822257#3 -51822257#2 -51822257#1 -51822257#0 -281725041 281725040 82893179#3 24941080 82893183 605930022#0 605930022#1 -51826894#3 -51826894#2 -51826894#1 -51826894#0 -51822256#0 -934638251 -934638254 -23230000#2,2.1687076915034913
0,157,-177794961#0 -177790389#1 -177790389#0 177790383#0 177790383#1 177790383#2 177790380#0 177790380#1 177790380#2 177790380#3 -177790392#1 -177790392#0 1160463770#0 -51822257#3 -51822257#2 -51822257#1 -51822257#0 -281725041 281725040 82893179#3 24941080 82893183 605930022#0 -605930022#0 -1130961588 24941112 82893179#5 282069316 -46968446#1 -46968446#0 -1265060065 -1265060066 23230002#0 23230002#1 23229997#3 23230000#0 23230000#1 23230000#2 934638254 934638251 -934638251 -934638254 -23230000#2,2.4585007738157745
1,1,-177794957#0 177794961#7 -254331069#13 -254331069#12 -254331069#11 -177790381#9 -177790381#8 -177790381#7 -177790381#6 -177790381#5 -177790381#4 -177790381#3 -177790381#2 -177790381#1 -177790381#0 -177790392#1 -177790392#0 1160463770#0 -51822257#3 -51822257#2 -51822257#1 -51822257#0 -281725041 281725040 82893179#3 24941080 82893183 605930022#0 605930022#1 605930021#0 605930021#1 605930021#2 449836592#0 449836592#1 449836593 650619931#0 650619931#1 24941098#0 24941098#1 24941077#7 1239834273 -458640440#12 -458640440#11 -458640440#10 -458640440#9 -458640440#8 -458640440#7 -458640440#6 -458640440#5 -458640440#4 -458640440#3,3.8746338456739835
1,1,-177794957#0 177794957#0 177794957#1 177794957#2 177794957#3 319899426#1 319899426#2 319899426#3 -177790381#6 -177790381#5 -177790381#4 -177790381#3 -177790381#2 -177790381#1 -177790381#0 -177790392#1 -177790392#0 1160463770#0 -51822257#3 -51822257#2 -51822257#1 -51822257#0 -281725041 281725040 82893179#3 24941080 82893183 605930022#0 605930022#1 605930021#0 605930021#1 605930021#2 449836592#0 449836592#1 449836593 650619931#0 650619931#1 24941098#0 24941098#1 24941077#7 1239834273 -458640440#12 -458640440#11 -458640440#10 -458640440#9 -458640440#8 -458640440#7 -458640440#6 -458640440#5 -458640440#4 -458640440#3,3.5503597875986297
