travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
4.683333333333334,41,AV,3,37,29,396,-3.1479286169534735,"0,0,0,0"
2.8833333333333333,31,AV,1,27,6,452,-3.1479286169534735,"0,0,0,0"
2.7,255,AV,2,93,57,1673,-3.1479286169534735,"0,0,0,0"
1.8333333333333333,206,AV,0,145,95,367,-3.1479286169534735,"0,0,0,0"
7.983333333333333,20,AV,1,15,15,614,-3.1479286169534735,"0,0,0,0"
2.316666666666667,159,AV,1,115,57,456,-3.1479286169534735,"0,0,0,0"
2.05,249,AV,0,170,137,1797,-3.147928616953474,"0,0,0,0"
1.2166666666666666,132,AV,1,3,78,974,-3.147928616953474,"0,0,0,0"
1.8,492,AV,1,193,2,1226,-3.147928616953474,"0,0,0,0"
4.6,120,AV,1,92,79,1081,-3.147928616953474,"0,0,0,0"
2.816666666666667,230,AV,3,158,129,518,-3.147928616953474,"0,0,0,0"
7.883333333333334,486,AV,3,28,147,34,-3.147928616953474,"0,0,0,0"
2.4,368,AV,1,58,181,118,-3.147928616953474,"0,0,0,0"
4.35,136,AV,1,102,57,371,-3.147928616953474,"0,0,0,0"
1.1666666666666667,404,AV,3,240,60,802,-3.1479286169534735,"0,0,0,0"
1.25,195,AV,0,97,74,1084,-3.147928616953474,"0,0,0,0"
3.433333333333333,88,AV,2,72,64,545,-3.147928616953474,"0,0,0,0"
4.983333333333333,323,AV,2,85,165,688,-3.147928616953474,"0,0,0,0"
4.3,324,AV,3,208,166,1323,-3.147928616953474,"0,0,0,0"
2.183333333333333,512,AV,2,282,152,1042,-3.147928616953474,"0,0,0,0"
2.316666666666667,398,AV,3,239,174,592,-3.147928616953474,"0,0,0,0"
1.6666666666666667,383,AV,3,166,187,150,-3.147928616953474,"0,0,0,0"
3.6333333333333333,61,AV,3,50,44,682,-3.147928616953474,"0,0,0,0"
1.2333333333333334,418,AV,3,186,66,509,-3.147928616953474,"0,0,0,0"
2.2666666666666666,440,AV,1,256,60,454,-3.1479286169534735,"0,0,0,0"
3.1333333333333333,87,AV,0,71,48,551,-3.147928616953474,"0,0,0,0"
3.9166666666666665,519,AV,3,225,172,196,-3.147928616953474,"0,0,0,0"
4.683333333333334,169,AV,3,58,2,101,-3.147928616953474,"0,0,0,0"
1.8666666666666667,58,AV,3,40,42,1336,-3.147928616953474,"0,0,0,0"
4.966666666666667,313,AV,2,201,161,577,-3.147928616953474,"0,0,0,0"
5.8,13,AV,0,13,10,1617,-3.147928616953474,"0,0,0,0"
3.25,504,AV,0,277,214,1001,-3.147928616953474,"0,0,0,0"
1.8333333333333333,172,AV,0,126,49,1630,-3.147928616953474,"0,0,0,0"
6.45,314,AV,3,202,144,226,-3.147928616953474,"0,0,0,0"
4.883333333333334,370,AV,1,234,185,231,-3.1479286169534735,"0,0,0,0"
4.583333333333333,496,AV,0,193,104,185,-3.147928616953474,"0,0,0,0"
6.716666666666667,208,AV,1,146,118,1608,-3.147928616953474,"0,0,0,0"
2.533333333333333,220,AV,0,153,77,904,-3.1479286169534735,"0,0,0,0"
5.55,520,AV,0,249,105,672,-3.1479286169534735,"0,0,0,0"
0.9333333333333333,394,AV,0,184,161,373,-3.1479286169534735,"0,0,0,0"
0.5166666666666667,109,AV,2,84,63,450,-3.147928616953474,"0,0,0,0"
1.3666666666666667,42,AV,1,38,22,1729,-3.147928616953474,"0,0,0,0"
2.3666666666666667,330,AV,1,22,161,1546,-3.147928616953474,"0,0,0,0"
0.8166666666666667,384,AV,1,184,0,787,-3.147928616953474,"0,0,0,0"
1.6166666666666667,462,AV,1,184,130,37,-3.147928616953474,"0,0,0,0"
1.5333333333333334,349,AV,3,225,177,1028,-3.1479286169534735,"0,0,0,0"
1.65,137,AV,0,103,69,1800,-3.1479286169534735,"0,0,0,0"
2.3333333333333335,57,AV,0,43,41,736,-3.1479286169534735,"0,0,0,0"
1.2666666666666666,391,AV,2,219,46,1052,-3.1479286169534735,"0,0,0,0"
3.033333333333333,435,AV,2,254,95,1289,-3.1479286169534735,"0,0,0,0"
1.8666666666666667,171,AV,2,125,105,904,-3.1479286169534735,"0,0,0,0"
5.233333333333333,479,AV,0,263,139,17,-3.1479286169534735,"0,0,0,0"
4.266666666666667,386,AV,0,240,71,1248,-3.147928616953474,"0,0,0,0"
1.4666666666666666,338,AV,0,217,173,740,-3.1479286169534735,"0,0,0,0"
3.0833333333333335,457,AV,0,260,172,370,-3.1479286169534735,"0,0,0,0"
4.7,69,AV,3,58,50,133,-3.147928616953473,"0,0,0,0"
2.6666666666666665,453,AV,3,258,125,681,-3.1479286169534735,"0,0,0,0"
3.55,318,AV,0,204,135,1687,-3.1479286169534735,"0,0,0,0"
2.1,447,AV,2,206,36,1116,-3.1479286169534735,"0,0,0,0"
1.7166666666666666,23,AV,2,21,18,492,-3.147928616953474,"0,0,0,0"
4.066666666666666,199,AV,0,141,47,1603,-3.147928616953474,"0,0,0,0"
2.0166666666666666,301,AV,3,193,83,1250,-3.147928616953474,"0,0,0,0"
0.6,246,AV,2,167,12,1351,-3.147928616953474,"0,0,0,0"
1.3333333333333333,379,AV,2,217,188,1434,-3.147928616953474,"0,0,0,0"
4.3,214,AV,2,151,48,1453,-3.147928616953474,"0,0,0,0"
1.2333333333333334,39,AV,2,35,2,188,-3.147928616953474,"0,0,0,0"
6.35,291,AV,2,58,155,832,-3.147928616953474,"0,0,0,0"
1.2333333333333334,375,AV,2,47,181,1136,-3.147928616953474,"0,0,0,0"
0.85,197,AV,0,140,95,76,-3.1479286169534735,"0,0,0,0"
1.2166666666666666,6,AV,1,6,5,43,-3.1479286169534735,"0,0,0,0"
5.516666666666667,500,AV,0,274,78,515,-3.1479286169534735,"0,0,0,0"
2.05,247,AV,3,168,57,1517,-3.147928616953474,"0,0,0,0"
